symbol	cellty	varianceORproduct	criterionselection
Rps19	Neutro	7.394442154005171	prodbased
Rps19	sCs	559.0195619986068	VARIANCEBASED
Angpt1	FAPs	8.059302668478074	VARIANCEBASED
Lgals3	ECs	745.3593964422685	VARIANCEBASED
Lgals3	M1	18654.391219854362	VARIANCEBASED
Lgals3	M2	4242.469639538239	VARIANCEBASED
Lgals3	Neutro	43.19305664270836	prodbased
Lrpap1	FAPs	5.950851297121871	VARIANCEBASED
Mrc1	ECs	20.982682186401046	VARIANCEBASED
Mrc1	M1	1112.8114332836644	VARIANCEBASED
Mrc1	M2	565.2088358557986	VARIANCEBASED
Mrc1	Neutro	13.04397316212804	prodbased
Psap	ECs	41461.86834053416	VARIANCEBASED
Psap	FAPs	347.32303895593446	VARIANCEBASED
Psap	M1	44467.65913367455	VARIANCEBASED
Psap	M2	27242.193053371284	VARIANCEBASED
Psap	Neutro	287.36152341989174	prodbased
Ptprm	ECs	128.0650831917178	VARIANCEBASED
Calr	ECs	43.9979039334897	VARIANCEBASED
Calr	FAPs	1054.0872876183744	VARIANCEBASED
Calr	M1	1046.8687643657954	VARIANCEBASED
Calr	M2	109.10636705634259	VARIANCEBASED
Calr	Neutro	14.10673593428202	prodbased
Calr	sCs	44.78595924954556	VARIANCEBASED
Nid2	ECs	47.83598730117694	VARIANCEBASED
Nid2	FAPs	289.7409629191301	VARIANCEBASED
Fzd8	FAPs	6.565497729014028	VARIANCEBASED
Ncam1	FAPs	12.325140872265774	VARIANCEBASED
Ncam1	sCs	255.01863988348578	VARIANCEBASED
Spon2	FAPs	127.69462749542481	VARIANCEBASED
Ostn	FAPs	1.7135246666666668	prodbased
Pecam1	ECs	5450.069914806161	VARIANCEBASED
Cd84	ECs	615.6043317932555	VARIANCEBASED
Cd84	M1	1064.075905996626	VARIANCEBASED
Cd84	M2	385.8243970312692	VARIANCEBASED
Cd84	Neutro	44.11856853354311	prodbased
Ly86	M1	209.04443635994994	VARIANCEBASED
Ly86	M2	875.670301538093	VARIANCEBASED
Tnfsf13b	Neutro	1.9378369592261553	prodbased
Cxcl16	FAPs	3.224912513266284	VARIANCEBASED
Cxcl16	M1	49.875310509921306	VARIANCEBASED
Cxcl16	M2	321.56633529717215	VARIANCEBASED
Col3a1	FAPs	3025740.2303308975	VARIANCEBASED
Col3a1	sCs	44.39548454452677	VARIANCEBASED
Col5a1	FAPs	12866.27580390988	VARIANCEBASED
Col5a1	sCs	7.352347869463655	VARIANCEBASED
Gnas	ECs	155.25719427858752	VARIANCEBASED
Gnas	FAPs	52960.546843791075	VARIANCEBASED
Gnas	M1	3.229883697323625	VARIANCEBASED
Gnas	M2	19.927812092706777	VARIANCEBASED
Gnas	Neutro	1.755742346298329	prodbased
Gnas	sCs	1448.7290633941843	VARIANCEBASED
Gnai2	ECs	1354.4974117835263	VARIANCEBASED
Gnai2	M1	59.78346366074773	VARIANCEBASED
Gnai2	M2	24.623803962267093	VARIANCEBASED
Gnai2	Neutro	55.67711746671284	prodbased
Gnai2	sCs	7.902633074018798	VARIANCEBASED
Tnc	FAPs	14195.893517111313	VARIANCEBASED
Tnc	sCs	45.68156099540081	VARIANCEBASED
Mif	ECs	8.913595033598282	VARIANCEBASED
Mif	FAPs	513.4735421951038	VARIANCEBASED
Mif	M1	58.077740431266605	VARIANCEBASED
Mif	M2	8.521166033570855	VARIANCEBASED
Mif	Neutro	4.877245752511706	prodbased
Mif	sCs	105.06078331776436	VARIANCEBASED
Plau	FAPs	1635.4053075905517	VARIANCEBASED
Plau	M1	127.38201878091475	VARIANCEBASED
Plau	M2	37.19448915082128	VARIANCEBASED
Plau	Neutro	5.270593360976976	prodbased
Ptprk	ECs	35.838581028534016	VARIANCEBASED
Ptprk	sCs	9.537919657422112	VARIANCEBASED
App	ECs	58.10118957412148	VARIANCEBASED
App	FAPs	599.787366211543	VARIANCEBASED
App	M1	600.2824465635174	VARIANCEBASED
App	M2	74.17418997658851	VARIANCEBASED
App	Neutro	11.517810644075592	prodbased
App	sCs	3.968048418878373	VARIANCEBASED
Col11a1	FAPs	52.59914739141815	VARIANCEBASED
Sfrp2	FAPs	64197.43682914153	VARIANCEBASED
Rgmb	FAPs	68.0866360870029	VARIANCEBASED
Rgmb	sCs	12.908893585713265	VARIANCEBASED
C3	ECs	19.93346959155192	VARIANCEBASED
C3	FAPs	1820.3413562793817	VARIANCEBASED
C3	M1	9.5810699592988	VARIANCEBASED
C3	M2	5.053329339190938	VARIANCEBASED
C3	Neutro	42.44379744261338	prodbased
Col4a3	FAPs	26.125637953487093	VARIANCEBASED
Serpine1	ECs	5.483212684213783	VARIANCEBASED
Serpine1	FAPs	4429.142797182721	VARIANCEBASED
Serpine1	sCs	19.343062089296048	VARIANCEBASED
Trf	FAPs	148.2040703825062	VARIANCEBASED
Trf	M1	19.818152674637243	VARIANCEBASED
Trf	M2	126.50175201665769	VARIANCEBASED
Trf	Neutro	6.450309864365454	prodbased
Anpep	FAPs	684.4188514672736	VARIANCEBASED
Anpep	M1	22.519462812711392	VARIANCEBASED
Anpep	M2	16.4029518195109	VARIANCEBASED
Hsp90aa1	ECs	126.11510490664605	VARIANCEBASED
Hsp90aa1	FAPs	306.9084051037168	VARIANCEBASED
Hsp90aa1	M1	82.40640187360688	VARIANCEBASED
Hsp90aa1	M2	17.393954780908036	VARIANCEBASED
Hsp90aa1	Neutro	26.92901501183562	prodbased
Hsp90aa1	sCs	837.2261361319947	VARIANCEBASED
Hspg2	ECs	1537.5250557788706	VARIANCEBASED
Hspg2	FAPs	2564.410994577892	VARIANCEBASED
Hspg2	sCs	69.50728466225432	VARIANCEBASED
Nlgn2	FAPs	22.500664443224025	VARIANCEBASED
Col1a1	FAPs	3353711.5041272063	VARIANCEBASED
Col1a1	sCs	3.1493087569475544	VARIANCEBASED
Pdgfb	ECs	81.30403691240619	VARIANCEBASED
Ang	FAPs	221.05820776548072	VARIANCEBASED
Ang	M1	6.6727135633313335	VARIANCEBASED
Adam12	FAPs	1015.7860261830448	VARIANCEBASED
Pf4	ECs	42.53797887318115	VARIANCEBASED
Pf4	M1	29838.53820523654	VARIANCEBASED
Pf4	M2	627.3708678902169	VARIANCEBASED
Pf4	Neutro	19.76346336261651	prodbased
Ybx1	ECs	629.2686310164459	VARIANCEBASED
Ybx1	FAPs	457.15956838804306	VARIANCEBASED
Ybx1	M1	228.8846892392193	VARIANCEBASED
Ybx1	M2	62.09451014746126	VARIANCEBASED
Ybx1	Neutro	11.890391336000278	prodbased
Ybx1	sCs	192.70063940928705	VARIANCEBASED
Hp	FAPs	4.263805135842978	VARIANCEBASED
Hp	M2	41.422066970114955	VARIANCEBASED
Hp	Neutro	59.638390111001314	prodbased
H2-K1	ECs	8369.630819752883	VARIANCEBASED
H2-K1	FAPs	44.28706555039741	VARIANCEBASED
H2-K1	M1	1376.722192704239	VARIANCEBASED
H2-K1	M2	3615.727168498584	VARIANCEBASED
H2-K1	Neutro	51.20072438812399	prodbased
Angptl1	FAPs	3419.6256366913585	VARIANCEBASED
Cxcl12	ECs	418.5599358799925	VARIANCEBASED
Cxcl12	FAPs	2311.2232901256157	VARIANCEBASED
Cxcl12	sCs	13.006825734658637	VARIANCEBASED
Ceacam1	ECs	201.31741335881196	VARIANCEBASED
Ceacam1	M2	6.665647009175455	VARIANCEBASED
Ceacam1	Neutro	14.061569852247384	prodbased
Arf1	ECs	75.84096979767666	VARIANCEBASED
Arf1	FAPs	9.876355846720484	VARIANCEBASED
Arf1	M1	59.76481240027715	VARIANCEBASED
Arf1	M2	22.23721914442774	VARIANCEBASED
Arf1	Neutro	20.72825490860028	prodbased
Arf1	sCs	26.142728438675938	VARIANCEBASED
C1qb	M1	113.61016569150189	VARIANCEBASED
C1qb	M2	3028.2207960715173	VARIANCEBASED
C1qb	Neutro	2.921690670203388	prodbased
Il1a	Neutro	80.05104186389737	prodbased
Npy	M1	4.413323273430312	VARIANCEBASED
Cirbp	ECs	2.973976919891264	VARIANCEBASED
Cirbp	Neutro	1.476043027050808	prodbased
Ly9	M1	4.925459740109303	VARIANCEBASED
Ly9	M2	24.24814140547619	VARIANCEBASED
Ly9	Neutro	1.3392402053838501	prodbased
Ccl12	M1	73.24878925789761	VARIANCEBASED
Ccl12	M2	313.4347027358536	VARIANCEBASED
Ccl12	Neutro	1.1019929251016858	prodbased
St6gal1	M1	3.3278110904448983	VARIANCEBASED
Tnfsf14	Neutro	13.269095957641168	prodbased
Ebi3	Neutro	4.74648732197409	prodbased
Cd200	ECs	61.38240404105725	VARIANCEBASED
Cd200	sCs	12.970598666102719	VARIANCEBASED
C1qa	M1	114.56413790017294	VARIANCEBASED
C1qa	M2	338.6295082028676	VARIANCEBASED
C1qa	Neutro	1.012142856269362	prodbased
Wnt8a	Neutro	24.79966217390927	prodbased
Vasp	ECs	226.6628196611246	VARIANCEBASED
Vasp	Neutro	73.85847867797749	prodbased
Vasp	sCs	2.939098054157963	VARIANCEBASED
Csf3	Neutro	1.1409432488711635	prodbased
Prok2	Neutro	11.72864476254201	prodbased
Ghrl	ECs	14.779639208576429	VARIANCEBASED
Ghrl	Neutro	30.555371168840104	prodbased
Cd86	M1	80.56803652561129	VARIANCEBASED
Cd86	M2	78.94227529149306	VARIANCEBASED
Cd86	Neutro	2.127983614478221	prodbased
Il1f5	Neutro	4.460183582545046	prodbased
C1qtnf1	FAPs	3.0058660733896385	prodbased
Osm	M2	29.869889611716534	VARIANCEBASED
Osm	Neutro	16.512340375959916	prodbased
Cd200r1	M1	17.83137866346821	VARIANCEBASED
Cd200r1	Neutro	1.6782634256153146	prodbased
Pdcd1lg2	Neutro	9.70557127487527	prodbased
Il27	Neutro	1.7144605348248152	prodbased
Il1f10	Neutro	2.9495443333333333	prodbased
Mmp12	M1	9.041874233118609	VARIANCEBASED
Mmp12	M2	102.88704811526314	VARIANCEBASED
Ccl4	M1	107.61943338300064	VARIANCEBASED
Ccl4	M2	151.74874438651688	VARIANCEBASED
Ccl4	Neutro	791.0357152669076	prodbased
Icosl	ECs	5.011612887531995	VARIANCEBASED
Icosl	Neutro	11.552294502516263	prodbased
Cd177	M2	6.732065195910022	VARIANCEBASED
Slamf7	M2	468.88091674360004	VARIANCEBASED
Slamf7	Neutro	1.6796773121944368	prodbased
Pglyrp1	ECs	55.310130666365474	VARIANCEBASED
Pglyrp1	Neutro	51.28023134591189	prodbased
Cxcl5	FAPs	20824.7879229509	VARIANCEBASED
Cxcl1	ECs	77.29976271492116	VARIANCEBASED
Cxcl1	FAPs	12273.655866938027	VARIANCEBASED
Cxcl1	M1	13.107059140482612	VARIANCEBASED
Cxcl1	M2	10.864469827018253	VARIANCEBASED
Cxcl1	Neutro	32.277091292024814	prodbased
Cxcl1	sCs	4.521518674964817	VARIANCEBASED
Cxcl2	ECs	243992.37114360454	VARIANCEBASED
Cxcl2	M1	4895.063450945471	VARIANCEBASED
Cxcl2	M2	5245.699019907816	VARIANCEBASED
Cxcl2	Neutro	2341.8115145347056	prodbased
Siglec1	M2	347.491750980259	VARIANCEBASED
Siglec1	Neutro	1.067874592939952	prodbased
H2-M3	M2	4.045990689215073	VARIANCEBASED
H2-T23	ECs	3.203447500457679	VARIANCEBASED
H2-T23	M1	52.32310485276382	VARIANCEBASED
H2-T23	M2	88.27657838703198	VARIANCEBASED
H2-T23	Neutro	3.9414544279856654	prodbased
Gdf15	M1	6.448451361283132	prodbased
Gdf15	M2	9.736065989213875	prodbased
Grem1	FAPs	1.2230478261757307	prodbased
