"Node1" "Node2" "level" "size"
"965" "G2_M_TRANSITION" "INTERACTION_BETWEEN_PHLDA1_AND_AURKA" "7" NA
"966" "CELL_CYCLE_MITOTIC" "REGULATION_OF_MITOTIC_CELL_CYCLE" "5" NA
"967" "REGULATION_OF_MITOTIC_CELL_CYCLE" "APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS" "6" "84"
"968" "APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS" "AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C" "7" NA
"969" "APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS" "APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1" "7" "72"
"970" "APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS" "CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE" "7" "20"
"971" "APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS" "REGULATION_OF_APC_C_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE" "7" NA
"972" "REGULATION_OF_APC_C_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE" "INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS" "8" "21"
"973" "INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS" "INACTIVATION_OF_APC_C_VIA_DIRECT_INHIBITION_OF_THE_APC_C_COMPLEX" "9" NA
"974" "REGULATION_OF_APC_C_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE" "PHOSPHORYLATION_OF_EMI1" "8" "6"
"975" "APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS" "ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS" "7" NA
"976" "ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS" "APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS" "8" NA
"977" "APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS" "APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B" "9" "24"
"978" "APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS" "APC_C_CDC20_MEDIATED_DEGRADATION_OF_SECURIN" "9" NA
"979" "APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS" "APC_CDC20_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS_PRIOR_TO_SATISFATION_OF_THE_CELL_CYCLE_CHECKPOINT" "9" NA
"980" "APC_CDC20_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS_PRIOR_TO_SATISFATION_OF_THE_CELL_CYCLE_CHECKPOINT" "CDC20_PHOSPHO_APC_C_MEDIATED_DEGRADATION_OF_CYCLIN_A" "10" NA
"981" "APC_CDC20_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS_PRIOR_TO_SATISFATION_OF_THE_CELL_CYCLE_CHECKPOINT" "APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A" "10" "26"
"982" "ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS" "PHOSPHORYLATION_OF_THE_APC_C" "8" "20"
"983" "CELL_CYCLE_MITOTIC" "MITOTIC_G1_PHASE_AND_G1_S_TRANSITION" "5" "143"
"984" "MITOTIC_G1_PHASE_AND_G1_S_TRANSITION" "G0_AND_EARLY_G1" "6" "26"
"985" "MITOTIC_G1_PHASE_AND_G1_S_TRANSITION" "G1_S_TRANSITION" "6" NA
"986" "G1_S_TRANSITION" "E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION" "7" "22"
"987" "E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION" "INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1" "8" NA
"988" "G1_S_TRANSITION" "ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX" "7" "32"
"989" "G1_S_TRANSITION" "CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_" "7" NA
"990" "CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_" "SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21" "8" NA
"991" "CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_" "PHOSPHORYLATION_OF_PROTEINS_INVOLVED_IN_G1_S_TRANSITION_BY_ACTIVE_CYCLIN_E_CDK2_COMPLEXES" "8" NA
"992" "MITOTIC_G1_PHASE_AND_G1_S_TRANSITION" "G1_PHASE" "6" NA
"993" "G1_PHASE" "CYCLIN_D_ASSOCIATED_EVENTS_IN_G1" "7" "44"
"994" "CELL_CYCLE_MITOTIC" "M_PHASE" "5" "380"
"995" "M_PHASE" "MITOTIC_METAPHASE_AND_ANAPHASE" "6" "221"
"996" "MITOTIC_METAPHASE_AND_ANAPHASE" "MITOTIC_METAPHASE_ANAPHASE_TRANSITION" "7" NA
"997" "MITOTIC_METAPHASE_AND_ANAPHASE" "MITOTIC_ANAPHASE" "7" NA
"998" "MITOTIC_ANAPHASE" "SEPARATION_OF_SISTER_CHROMATIDS" "8" "178"
"999" "MITOTIC_ANAPHASE" "NUCLEAR_ENVELOPE_NE_REASSEMBLY" "8" "65"
"1000" "NUCLEAR_ENVELOPE_NE_REASSEMBLY" "INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION" "9" "19"
"1001" "NUCLEAR_ENVELOPE_NE_REASSEMBLY" "POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION" "9" "26"
"1002" "NUCLEAR_ENVELOPE_NE_REASSEMBLY" "SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III" "9" "21"
"1003" "M_PHASE" "MITOTIC_PROPHASE" "6" "119"
"1004" "MITOTIC_PROPHASE" "GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION" "7" "14"
"1005" "MITOTIC_PROPHASE" "CONDENSATION_OF_PROPHASE_CHROMOSOMES" "7" "52"
"1006" "MITOTIC_PROPHASE" "MASTL_FACILITATES_MITOTIC_PROGRESSION" "7" "10"
"1007" "MITOTIC_PROPHASE" "NUCLEAR_ENVELOPE_BREAKDOWN" "7" "50"
"1008" "NUCLEAR_ENVELOPE_BREAKDOWN" "ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7" "8" "7"
"1009" "NUCLEAR_ENVELOPE_BREAKDOWN" "NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY" "8" "34"
"1010" "NUCLEAR_ENVELOPE_BREAKDOWN" "DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA" "8" NA
"1011" "M_PHASE" "MITOTIC_PROMETAPHASE" "6" "190"
"1012" "MITOTIC_PROMETAPHASE" "RESOLUTION_OF_SISTER_CHROMATID_COHESION" "7" "115"
"1013" "MITOTIC_PROMETAPHASE" "CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES" "7" "11"
"1014" "MITOTIC_PROMETAPHASE" "RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES" "7" "84"
"1015" "MITOTIC_PROMETAPHASE" "EML4_AND_NUDC_IN_MITOTIC_SPINDLE_FORMATION" "7" NA
"1016" "M_PHASE" "MITOTIC_TELOPHASE_CYTOKINESIS" "6" "13"
"1017" "MITOTIC_TELOPHASE_CYTOKINESIS" "COHESIN_LOADING_ONTO_CHROMATIN" "7" "10"
"1018" "CELL_CYCLE_MITOTIC" "S_PHASE" "5" "157"
"1019" "S_PHASE" "ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION" "6" "11"
"1020" "S_PHASE" "SYNTHESIS_OF_DNA" "6" NA
"1021" "SYNTHESIS_OF_DNA" "DNA_REPLICATION_INITIATION" "7" "8"
"1022" "SYNTHESIS_OF_DNA" "SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE" "7" "87"
"1023" "SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE" "ORC1_REMOVAL_FROM_CHROMATIN" "8" "67"
"1024" "SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE" "CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6" "8" NA
"1025" "SYNTHESIS_OF_DNA" "DNA_STRAND_ELONGATION" "7" "32"
"1026" "DNA_STRAND_ELONGATION" "UNWINDING_OF_DNA" "8" "12"
"1027" "DNA_STRAND_ELONGATION" "LEADING_STRAND_SYNTHESIS" "8" NA
"1028" "LEADING_STRAND_SYNTHESIS" "POLYMERASE_SWITCHING" "9" "14"
"1029" "DNA_STRAND_ELONGATION" "LAGGING_STRAND_SYNTHESIS" "8" "20"
"1030" "LAGGING_STRAND_SYNTHESIS" "POLYMERASE_SWITCHING" "9" "14"
"1031" "LAGGING_STRAND_SYNTHESIS" "PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND" "9" "15"
"1032" "PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND" "REMOVAL_OF_THE_FLAP_INTERMEDIATE" "10" NA
"1033" "S_PHASE" "CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY" "6" "81"
"1034" "CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY" "SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21" "7" NA
"1035" "S_PHASE" "UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D" "6" NA
"1036" "CELL_CYCLE" "CELL_CYCLE_CHECKPOINTS" "4" "272"
"1037" "CELL_CYCLE_CHECKPOINTS" "G2_M_CHECKPOINTS" "5" "156"
"1038" "G2_M_CHECKPOINTS" "ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS" "6" "37"
"1039" "G2_M_CHECKPOINTS" "G2_M_DNA_DAMAGE_CHECKPOINT" "6" "84"
"1040" "G2_M_DNA_DAMAGE_CHECKPOINT" "CHK1_CHK2CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX" "7" NA
"1041" "G2_M_CHECKPOINTS" "G2_M_DNA_REPLICATION_CHECKPOINT" "6" "5"
"1042" "CELL_CYCLE_CHECKPOINTS" "G1_S_DNA_DAMAGE_CHECKPOINTS" "5" "64"
"1043" "G1_S_DNA_DAMAGE_CHECKPOINTS" "P53_DEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT" "6" NA
"1044" "P53_DEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT" "P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE" "7" NA
"1045" "P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE" "STABILIZATION_OF_P53" "8" "54"
"1046" "STABILIZATION_OF_P53" "AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1" "9" NA
"1047" "P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE" "TRANSCRIPTIONAL_ACTIVATION_OF_P53_RESPONSIVE_GENES__" "8" NA
"1048" "TRANSCRIPTIONAL_ACTIVATION_OF_P53_RESPONSIVE_GENES__" "TRANSCRIPTIONAL__ACTIVATION_OF__CELL_CYCLE_INHIBITOR_P21_" "9" NA
"1049" "G1_S_DNA_DAMAGE_CHECKPOINTS" "P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT" "6" NA
"1050" "P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT" "P53_INDEPENDENT_DNA_DAMAGE_RESPONSE" "7" NA
"1051" "P53_INDEPENDENT_DNA_DAMAGE_RESPONSE" "UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A" "8" NA
"1052" "CELL_CYCLE_CHECKPOINTS" "MITOTIC_SPINDLE_CHECKPOINT" "5" "109"
"1053" "MITOTIC_SPINDLE_CHECKPOINT" "INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS" "6" "21"
"1054" "INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS" "INACTIVATION_OF_APC_C_VIA_DIRECT_INHIBITION_OF_THE_APC_C_COMPLEX" "7" NA
"1055" "MITOTIC_SPINDLE_CHECKPOINT" "AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES" "6" NA
"1056" "AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES" "AMPLIFICATION__OF_SIGNAL_FROM_UNATTACHED__KINETOCHORES_VIA_A_MAD2__INHIBITORY_SIGNAL" "7" NA
"1057" "CELL_CYCLE" "CHROMOSOME_MAINTENANCE" "4" "120"
"1058" "CHROMOSOME_MAINTENANCE" "TELOMERE_MAINTENANCE" "5" "93"
"1059" "TELOMERE_MAINTENANCE" "EXTENSION_OF_TELOMERES" "6" "49"
"1060" "EXTENSION_OF_TELOMERES" "TELOMERE_EXTENSION_BY_TELOMERASE" "7" "22"
"1061" "EXTENSION_OF_TELOMERES" "TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS" "7" "33"
"1062" "TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS" "POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE" "8" "25"
"1063" "TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS" "PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE" "8" "19"
"1064" "PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE" "REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND" "9" NA
"1065" "TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS" "TELOMERE_C_STRAND_SYNTHESIS_INITIATION" "8" NA
"1066" "TELOMERE_MAINTENANCE" "INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE" "6" "52"
"1067" "CHROMOSOME_MAINTENANCE" "NUCLEOSOME_ASSEMBLY" "5" NA
"1068" "NUCLEOSOME_ASSEMBLY" "DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE" "6" "58"
"1069" "IN_REACTOME_HIERARCHIE" "IMMUNE_SYSTEM" "3" NA
"1070" "IMMUNE_SYSTEM" "CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM" "4" "543"
"1071" "CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM" "PROLACTIN_RECEPTOR_SIGNALING" "5" NA
"1072" "CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM" "SIGNALING_BY_INTERLEUKINS" "5" "346"
"1073" "SIGNALING_BY_INTERLEUKINS" "INTERLEUKIN_7_SIGNALING" "6" "28"
"1074" "SIGNALING_BY_INTERLEUKINS" "INTERLEUKIN_1_FAMILY_SIGNALING" "6" "112"
"1075" "INTERLEUKIN_1_FAMILY_SIGNALING" "INTERLEUKIN_1_PROCESSING" "7" NA
"1076" "INTERLEUKIN_1_FAMILY_SIGNALING" "INTERLEUKIN_38_SIGNALING" "7" NA
"1077" "INTERLEUKIN_1_FAMILY_SIGNALING" "INTERLEUKIN_37_SIGNALING" "7" NA
"1078" "INTERLEUKIN_1_FAMILY_SIGNALING" "INTERLEUKIN_36_PATHWAY" "7" NA
"1079" "INTERLEUKIN_1_FAMILY_SIGNALING" "INTERLEUKIN_33_SIGNALING" "7" NA
"1080" "INTERLEUKIN_1_FAMILY_SIGNALING" "INTERLEUKIN_1_SIGNALING" "7" "91"
"1081" "INTERLEUKIN_1_SIGNALING" "TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX" "8" NA
"1082" "INTERLEUKIN_1_SIGNALING" "MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION" "8" NA
"1083" "SIGNALING_BY_INTERLEUKINS" "INTERLEUKIN_12_FAMILY_SIGNALING" "6" NA
"1084" "INTERLEUKIN_12_FAMILY_SIGNALING" "INTERLEUKIN_35_SIGNALLING" "7" NA
"1085" "INTERLEUKIN_12_FAMILY_SIGNALING" "INTERLEUKIN_12_SIGNALING" "7" "39"
"1086" "INTERLEUKIN_12_FAMILY_SIGNALING" "INTERLEUKIN_23_SIGNALING" "7" NA
"1087" "INTERLEUKIN_12_FAMILY_SIGNALING" "INTERLEUKIN_27_SIGNALING" "7" NA
"1088" "SIGNALING_BY_INTERLEUKINS" "INTERLEUKIN_17_SIGNALING" "6" NA
"1089" "INTERLEUKIN_17_SIGNALING" "MAP_KINASE_ACTIVATION" "7" NA
"1090" "MAP_KINASE_ACTIVATION" "MAPK_TARGETS__NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES" "8" NA
"1091" "MAPK_TARGETS__NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES" "ERK_MAPK_TARGETS" "9" NA
"1092" "ERK_MAPK_TARGETS" "ERKS_ARE_INACTIVATED" "10" NA
"1093" "MAPK_TARGETS__NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES" "CREB_PHOSPHORYLATION" "9" NA
"1094" "MAPK_TARGETS__NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES" "ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS" "9" NA
"1095" "MAP_KINASE_ACTIVATION" "ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION" "8" NA
"1096" "MAP_KINASE_ACTIVATION" "JNK_C_JUN_KINASES_PHOSPHORYLATION_AND__ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1" "8" NA
"1097" "MAP_KINASE_ACTIVATION" "MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION" "8" NA
"1098" "SIGNALING_BY_INTERLEUKINS" "OTHER_INTERLEUKIN_SIGNALING" "6" NA
"1099" "SIGNALING_BY_INTERLEUKINS" "INTERLEUKIN_2_FAMILY_SIGNALING" "6" NA
"1100" "INTERLEUKIN_2_FAMILY_SIGNALING" "INTERLEUKIN_15_SIGNALING" "7" NA
"1101" "INTERLEUKIN_2_FAMILY_SIGNALING" "INTERLEUKIN_9_SIGNALING" "7" NA
"1102" "INTERLEUKIN_2_FAMILY_SIGNALING" "INTERLEUKIN_2_SIGNALING" "7" NA
"1103" "INTERLEUKIN_2_FAMILY_SIGNALING" "INTERLEUKIN_21_SIGNALING" "7" NA
"1104" "INTERLEUKIN_2_FAMILY_SIGNALING" "INTERLEUKIN_RECEPTOR_SHC_SIGNALING" "7" NA
"1105" "SIGNALING_BY_INTERLEUKINS" "INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING" "6" NA
"1106" "INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING" "INTERLEUKIN_RECEPTOR_SHC_SIGNALING" "7" NA
"1107" "INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING" "REGULATION_OF_SIGNALING_BY_CBL" "7" NA
"1108" "SIGNALING_BY_INTERLEUKINS" "INTERLEUKIN_6_FAMILY_SIGNALING" "6" "21"
"1109" "INTERLEUKIN_6_FAMILY_SIGNALING" "INTERLEUKIN_6_SIGNALING" "7" NA
"1110" "INTERLEUKIN_6_FAMILY_SIGNALING" "IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS" "7" NA
"1111" "SIGNALING_BY_INTERLEUKINS" "INTERLEUKIN_10_SIGNALING" "6" NA
"1112" "SIGNALING_BY_INTERLEUKINS" "INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING" "6" NA
"1113" "SIGNALING_BY_INTERLEUKINS" "INTERLEUKIN_20_FAMILY_SIGNALING" "6" NA
"1114" "CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM" "TNFR2_NON_CANONICAL_NF_KB_PATHWAY" "5" "68"
"1115" "TNFR2_NON_CANONICAL_NF_KB_PATHWAY" "TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS" "6" NA
"1116" "TNFR2_NON_CANONICAL_NF_KB_PATHWAY" "NIK__>NONCANONICAL_NF_KB_SIGNALING" "6" NA
"1117" "TNFR2_NON_CANONICAL_NF_KB_PATHWAY" "TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY" "6" NA
"1118" "CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM" "INTERFERON_SIGNALING" "5" "171"
"1119" "INTERFERON_SIGNALING" "ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES" "6" "70"
"1120" "ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES" "ISG15_ANTIVIRAL_MECHANISM" "7" NA
"1121" "ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES" "OAS_ANTIVIRAL_RESPONSE" "7" NA
"1122" "INTERFERON_SIGNALING" "INTERFERON_GAMMA_SIGNALING" "6" "83"
"1123" "INTERFERON_GAMMA_SIGNALING" "REGULATION_OF_IFNG_SIGNALING" "7" NA
"1124" "INTERFERON_SIGNALING" "INTERFERON_ALPHA_BETA_SIGNALING" "6" "57"
"1125" "INTERFERON_ALPHA_BETA_SIGNALING" "REGULATION_OF_IFNA_SIGNALING" "7" NA
"1126" "CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM" "FLT3_SIGNALING" "5" NA
"1127" "FLT3_SIGNALING" "NEGATIVE_REGULATION_OF_FLT3" "6" NA
"1128" "FLT3_SIGNALING" "FLT3_SIGNALING_THROUGH_SRC_FAMILY_KINASES" "6" NA
"1129" "CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM" "SIGNALING_BY_CSF3_G_CSF" "5" NA
"1130" "SIGNALING_BY_CSF3_G_CSF" "INACTIVATION_OF_CSF3_G_CSF_SIGNALING" "6" NA
"1131" "CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM" "GROWTH_HORMONE_RECEPTOR_SIGNALING" "5" NA
"1132" "IMMUNE_SYSTEM" "ADAPTIVE_IMMUNE_SYSTEM" "4" "579"
"1133" "ADAPTIVE_IMMUNE_SYSTEM" "IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL" "5" "39"
"1134" "ADAPTIVE_IMMUNE_SYSTEM" "TCR_SIGNALING" "5" "95"
"1135" "TCR_SIGNALING" "DOWNSTREAM_TCR_SIGNALING" "6" NA
"1136" "TCR_SIGNALING" "PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS" "6" NA
"1137" "TCR_SIGNALING" "TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE" "6" NA
"1138" "TCR_SIGNALING" "GENERATION_OF_SECOND_MESSENGER_MOLECULES" "6" NA
"1139" "ADAPTIVE_IMMUNE_SYSTEM" "MHC_CLASS_II_ANTIGEN_PRESENTATION" "5" "92"
"1140" "ADAPTIVE_IMMUNE_SYSTEM" "COSTIMULATION_BY_THE_CD28_FAMILY" "5" NA
"1141" "COSTIMULATION_BY_THE_CD28_FAMILY" "CD28_CO_STIMULATION" "6" NA
"1142" "CD28_CO_STIMULATION" "CD28_DEPENDENT_PI3K_AKT_SIGNALING" "7" NA
"1143" "CD28_CO_STIMULATION" "CD28_DEPENDENT_VAV1_PATHWAY" "7" NA
"1144" "COSTIMULATION_BY_THE_CD28_FAMILY" "CTLA4_INHIBITORY_SIGNALING" "6" NA
"1145" "COSTIMULATION_BY_THE_CD28_FAMILY" "PD_1_SIGNALING" "6" NA
"1146" "ADAPTIVE_IMMUNE_SYSTEM" "RAP1_SIGNALLING" "5" NA
"1147" "ADAPTIVE_IMMUNE_SYSTEM" "BUTYROPHILIN_BTN_FAMILY_INTERACTIONS" "5" NA
"1148" "ADAPTIVE_IMMUNE_SYSTEM" "CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_&_PRESENTATION" "5" NA
"1149" "CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_&_PRESENTATION" "ANTIGEN_PROCESSING_CROSS_PRESENTATION" "6" NA
"1150" "ANTIGEN_PROCESSING_CROSS_PRESENTATION" "CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES" "7" NA
"1151" "ANTIGEN_PROCESSING_CROSS_PRESENTATION" "ER_PHAGOSOME_PATHWAY" "7" NA
"1152" "ANTIGEN_PROCESSING_CROSS_PRESENTATION" "ENDOSOMAL_VACUOLAR_PATHWAY" "7" NA
"1153" "ANTIGEN_PROCESSING_CROSS_PRESENTATION" "CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES" "7" "45"
"1154" "CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_&_PRESENTATION" "ANTIGEN_PROCESSING__UBIQUITINATION_&_PROTEASOME_DEGRADATION" "6" NA
"1155" "CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_&_PRESENTATION" "ANTIGEN_PRESENTATION__FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC" "6" NA
"1156" "ADAPTIVE_IMMUNE_SYSTEM" "SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR" "5" "98"
"1157" "SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR" "DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR" "6" "75"
"1158" "DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR" "ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS" "7" NA
"1159" "DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR" "ACTIVATION_OF_RAS_IN_B_CELLS" "7" NA
"1160" "DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR" "CALCINEURIN_ACTIVATES_NFAT" "7" NA
"1161" "SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR" "CD22_MEDIATED_BCR_REGULATION" "6" NA
"1162" "SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR" "ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS" "6" NA
"1163" "IMMUNE_SYSTEM" "INNATE_IMMUNE_SYSTEM" "4" "741"
"1164" "INNATE_IMMUNE_SYSTEM" "ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES" "5" NA
"1165" "ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES" "EVENTS_ASSOCIATED_WITH_PHAGOCYTOLYTIC_ACTIVITY_OF_PMN_CELLS" "6" NA
"1166" "INNATE_IMMUNE_SYSTEM" "COMPLEMENT_CASCADE" "5" NA
