"level1" "level2" "level3" "level4" "level5" "level6" "level7" "level8" "level9" "level10" "level11" "level12" "level13" "value"
"107" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "HOMOLOGY DIRECTED REPAIR" "hdr through homologous recombination hrr or single strand annealing ssa" "HDR THROUGH SINGLE STRAND ANNEALING SSA" "" "" "" "" "" "" "" 37
"108" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "HOMOLOGY DIRECTED REPAIR" "hdr through homologous recombination hrr or single strand annealing ssa" "HDR THROUGH HOMOLOGOUS RECOMBINATION HRR" "" "" "" "" "" "" "" 66
"109" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROPHASE" "GOLGI CISTERNAE PERICENTRIOLAR STACK REORGANIZATION" "" "" "" "" "" "" "" 14
"110" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE" "FORMATION OF SENESCENCE ASSOCIATED HETEROCHROMATIN FOCI SAHF" "" "" "" "" "" "" "" 17
"111" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "signaling by fgfr" "signaling by fgfr2" "FGFR2 ALTERNATIVE SPLICING" "" "" "" "" "" "" "" 25
"112" "IN REACTOME HIERARCHIE" "developmental biology" "nervous system development" "axon guidance" "eph ephrin signaling" "EPHA MEDIATED GROWTH CONE COLLAPSE" "" "" "" "" "" "" "" 22
"113" "IN REACTOME HIERARCHIE" "immune system" "innate immune system" "c type lectin receptors clrs" "CLEC7A DECTIN 1 SIGNALING" "DECTIN 1 MEDIATED NONCANONICAL NF KB SIGNALING" "" "" "" "" "" "" "" 57
"114" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G1 PHASE AND G1 S TRANSITION" "g1 phase" "CYCLIN D ASSOCIATED EVENTS IN G1" "" "" "" "" "" "" "" 44
"115" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G2 G2 M PHASES" "g2 m transition" "CYCLIN A B1 B2 ASSOCIATED EVENTS DURING G2 M TRANSITION" "" "" "" "" "" "" "" 24
"116" "IN REACTOME HIERARCHIE" "immune system" "adaptive immune system" "class i mhc mediated antigen processing & presentation" "antigen processing cross presentation" "CROSS PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS ENDOSOMES" "" "" "" "" "" "" "" 45
"117" "IN REACTOME HIERARCHIE" "vesicle mediated transport" "membrane trafficking" "INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC" "GOLGI TO ER RETROGRADE TRANSPORT" "" "" "" "" "" "" "" "" 116
"118" "IN REACTOME HIERARCHIE" "vesicle mediated transport" "membrane trafficking" "INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC" "GOLGI TO ER RETROGRADE TRANSPORT" "COPI DEPENDENT GOLGI TO ER RETROGRADE TRAFFIC" "" "" "" "" "" "" "" 85
"119" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROPHASE" "CONDENSATION OF PROPHASE CHROMOSOMES" "" "" "" "" "" "" "" 54
"120" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROMETAPHASE" "CONDENSATION OF PROMETAPHASE CHROMOSOMES" "" "" "" "" "" "" "" 11
"121" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins." "RESPIRATORY ELECTRON TRANSPORT" "" "" "" "" "" "" "" "" 99
"122" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC TELOPHASE CYTOKINESIS" "COHESIN LOADING ONTO CHROMATIN" "" "" "" "" "" "" "" 10
"123" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "GPCR LIGAND BINDING" "class b 2 secretin family receptors" "CALCITONIN LIKE LIGAND RECEPTORS" "" "" "" "" "" "" "" 4
"124" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G2 G2 M PHASES" "g2 m transition" "AURKA ACTIVATION BY TPX2" "" "" "" "" "" "" "" 71
"125" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "beta catenin independent wnt signaling" "pcp ce pathway" "ASYMMETRIC LOCALIZATION OF PCP PROTEINS" "" "" "" "" "" "" "" 62
"126" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "regulation of mitotic cell cycle" "APC C MEDIATED DEGRADATION OF CELL CYCLE PROTEINS" "APC C CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1" "" "" "" "" "" "" "" 72
"127" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G1 PHASE AND G1 S TRANSITION" "g1 s transition" "ACTIVATION OF THE PRE REPLICATIVE COMPLEX" "" "" "" "" "" "" "" 32
"128" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM" "TRANSPORT OF MATURE MRNAS DERIVED FROM INTRONLESS TRANSCRIPTS" "" "" "" "" "" "" "" "" 41
"129" "IN REACTOME HIERARCHIE" "developmental biology" "nervous system development" "axon guidance" "SIGNALING BY ROBO RECEPTORS" "" "" "" "" "" "" "" "" 198
"130" "IN REACTOME HIERARCHIE" "DNA REPAIR" "BASE EXCISION REPAIR" "RESOLUTION OF ABASIC SITES AP SITES" "RESOLUTION OF AP SITES VIA THE MULTIPLE NUCLEOTIDE PATCH REPLACEMENT PATHWAY" "" "" "" "" "" "" "" "" 24
"131" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "" "" "" "" "" "" "" "" "" "" 166
"132" "IN REACTOME HIERARCHIE" "signal transduction" "intracellular signaling by second messengers" "pip3 activates akt signaling" "PTEN REGULATION" "" "" "" "" "" "" "" "" 135
"133" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of lipids" "phospholipid metabolism" "PI METABOLISM" "" "" "" "" "" "" "" "" 72
"134" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROMETAPHASE" "" "" "" "" "" "" "" "" 190
"135" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC METAPHASE AND ANAPHASE" "" "" "" "" "" "" "" "" 221
"136" "IN REACTOME HIERARCHIE" "immune system" "cytokine signaling in immune system" "signaling by interleukins" "INTERLEUKIN 6 FAMILY SIGNALING" "" "" "" "" "" "" "" "" 21
"137" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "MITOTIC SPINDLE CHECKPOINT" "INHIBITION OF THE PROTEOLYTIC ACTIVITY OF APC C REQUIRED FOR THE ONSET OF ANAPHASE BY MITOTIC SPINDLE CHECKPOINT COMPONENTS" "" "" "" "" "" "" "" "" 21
"138" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "GLUCOSE METABOLISM" "GLYCOLYSIS" "" "" "" "" "" "" "" "" 60
"139" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "G2 M DNA DAMAGE CHECKPOINT" "" "" "" "" "" "" "" "" 83
"140" "IN REACTOME HIERARCHIE" "immune system" "adaptive immune system" "signaling by the b cell receptor bcr" "DOWNSTREAM SIGNALING EVENTS OF B CELL RECEPTOR BCR" "" "" "" "" "" "" "" "" 75
"141" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "CYCLIN A CDK2 ASSOCIATED EVENTS AT S PHASE ENTRY" "" "" "" "" "" "" "" "" 81
"142" "IN REACTOME HIERARCHIE" "immune system" "innate immune system" "c type lectin receptors clrs" "CLEC7A DECTIN 1 SIGNALING" "" "" "" "" "" "" "" "" 91
"143" "IN REACTOME HIERARCHIE" "immune system" "cytokine signaling in immune system" "interferon signaling" "ANTIVIRAL MECHANISM BY IFN STIMULATED GENES" "" "" "" "" "" "" "" "" 70
"144" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "SUMOYLATION" "" "" "" "" "" "" "" "" "" 169
"145" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "" "" "" "" "" "" "" "" "" 157
"146" "IN REACTOME HIERARCHIE" "DNA REPAIR" "BASE EXCISION REPAIR" "RESOLUTION OF ABASIC SITES AP SITES" "" "" "" "" "" "" "" "" "" 36
"147" "IN REACTOME HIERARCHIE" "metabolism" "INTEGRATION OF ENERGY METABOLISM" "REGULATION OF INSULIN SECRETION" "" "" "" "" "" "" "" "" "" 55
"148" "IN REACTOME HIERARCHIE" "hemostasis" "PLATELET ACTIVATION SIGNALING AND AGGREGATION" "" "" "" "" "" "" "" "" "" "" 195
"149" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "MITOTIC SPINDLE CHECKPOINT" "" "" "" "" "" "" "" "" "" 109
"150" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "EUKARYOTIC TRANSLATION INITIATION" "" "" "" "" "" "" "" "" "" 114
"151" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by nuclear receptors" "ESR MEDIATED SIGNALING" "" "" "" "" "" "" "" "" "" 181
"152" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO HEAT STRESS" "" "" "" "" "" "" "" "" "" 94
"153" "IN REACTOME HIERARCHIE" "DNA REPAIR" "BASE EXCISION REPAIR" "BASE EXCISION REPAIR AP SITE FORMATION" "" "" "" "" "" "" "" "" "" 46
"154" "IN REACTOME HIERARCHIE" "PROGRAMMED CELL DEATH" "APOPTOSIS" "APOPTOTIC EXECUTION PHASE" "" "" "" "" "" "" "" "" "" 45
"155" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "" "" "" "" "" "" "" "" "" "" 162
"156" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "" "" "" "" "" "" "" "" "" "" 265
"157" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3" "" "" "" "" "" "" "" "" "" "" 621
"158" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NOTCH" "" "" "" "" "" "" "" "" "" "" 202
"159" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "" "" "" "" "" "" "" "" "" "" 318
"160" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "POTASSIUM CHANNELS" "" "" "" "" "" "" "" "" "" "" 48
"161" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "" "" "" "" "" "" "" "" "" "" 282
"162" "IN REACTOME HIERARCHIE" "PROGRAMMED CELL DEATH" "" "" "" "" "" "" "" "" "" "" "" 181
"163" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "UNWINDING OF DNA" "" "" "" "" "" "" "" "" 12
"164" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "UCH PROTEINASES" "" "" "" "" "" "" "" "" 96
"165" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "UB SPECIFIC PROCESSING PROTEASES" "" "" "" "" "" "" "" "" 179
"166" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "ION CHANNEL TRANSPORT" "STIMULI SENSING CHANNELS" "TRP CHANNELS" "" "" "" "" "" "" "" "" 18
"167" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE" "TRANSLESION SYNTHESIS BY POLK" "" "" "" "" "" "" "" "" 17
"168" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE" "TRANSLESION SYNTHESIS BY POLH" "" "" "" "" "" "" "" "" 19
"169" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY E2F6" "" "" "" "" "" "" "" "" 34
"170" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE" "TERMINATION OF TRANSLESION DNA SYNTHESIS" "" "" "" "" "" "" "" "" 32
"171" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "SIRT1 NEGATIVELY REGULATES RRNA EXPRESSION" "" "" "" "" "" "" "" "" 49
"172" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "SENESCENCE ASSOCIATED SECRETORY PHENOTYPE SASP" "" "" "" "" "" "" "" "" 88
"173" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE I TRANSCRIPTION" "rna polymerase i promoter clearance" "RNA POLYMERASE I TRANSCRIPTION INITIATION" "" "" "" "" "" "" "" "" 45
"174" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE I TRANSCRIPTION" "rna polymerase i promoter clearance" "RNA POLYMERASE I PROMOTER ESCAPE" "" "" "" "" "" "" "" "" 70
"175" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO HEAT STRESS" "REGULATION OF HSF1 MEDIATED HEAT SHOCK RESPONSE" "" "" "" "" "" "" "" "" 75
"176" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of nucleotides" "nucleotide biosynthesis" "PURINE RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHESIS" "" "" "" "" "" "" "" "" 12
"177" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by non receptor tyrosine kinases" "signaling by ptk6" "PTK6 REGULATES CELL CYCLE" "" "" "" "" "" "" "" "" 5
"178" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of nucleotides" "nucleotide catabolism" "PHOSPHATE BOND HYDROLYSIS BY NTPDASE PROTEINS" "" "" "" "" "" "" "" "" 5
"179" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "OXIDATIVE STRESS INDUCED SENESCENCE" "" "" "" "" "" "" "" "" 103
"180" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "SWITCHING OF ORIGINS TO A POST REPLICATIVE STATE" "ORC1 REMOVAL FROM CHROMATIN" "" "" "" "" "" "" "" "" 67
"181" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "o linked glycosylation" "O GLYCOSYLATION OF TSR DOMAIN CONTAINING PROTEINS" "" "" "" "" "" "" "" "" 31
"182" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NOTCH" "signaling by notch4" "NEGATIVE REGULATION OF NOTCH4 SIGNALING" "" "" "" "" "" "" "" "" 52
"183" "IN REACTOME HIERARCHIE" "developmental biology" "nervous system development" "axon guidance" "NCAM SIGNALING FOR NEURITE OUT GROWTH" "" "" "" "" "" "" "" "" 50
"184" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC TELOPHASE CYTOKINESIS" "" "" "" "" "" "" "" "" 13
"185" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROPHASE" "" "" "" "" "" "" "" "" 120
"186" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "METALLOPROTEASE DUBS" "" "" "" "" "" "" "" "" 32
"187" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "LAGGING STRAND SYNTHESIS" "" "" "" "" "" "" "" "" 20
"188" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "INHIBITION OF DNA RECOMBINATION AT TELOMERE" "" "" "" "" "" "" "" "" 52
"189" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "GLUCOSE METABOLISM" "" "" "" "" "" "" "" "" "" 74
"190" "IN REACTOME HIERARCHIE" "metabolism" "INTEGRATION OF ENERGY METABOLISM" "REGULATION OF INSULIN SECRETION" "GLUCAGON LIKE PEPTIDE 1 GLP1 REGULATES INSULIN SECRETION" "" "" "" "" "" "" "" "" 30
"191" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "GAP FILLING DNA REPAIR SYNTHESIS AND LIGATION IN GG NER" "" "" "" "" "" "" "" "" 25
"192" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION" "GABA RECEPTOR ACTIVATION" "" "" "" "" "" "" "" "" 31
"193" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G1 PHASE AND G1 S TRANSITION" "G0 AND EARLY G1" "" "" "" "" "" "" "" "" 26
"194" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA Z SIGNALLING EVENTS" "" "" "" "" "" "" "" "" 35
"195" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA S SIGNALLING EVENTS" "" "" "" "" "" "" "" "" 68
"196" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA I SIGNALLING EVENTS" "" "" "" "" "" "" "" "" 138
"197" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "rna polymerase ii transcription elongation" "FORMATION OF THE EARLY ELONGATION COMPLEX" "" "" "" "" "" "" "" "" 33
"198" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "FORMATION OF THE BETA CATENIN TCF TRANSACTIVATING COMPLEX" "" "" "" "" "" "" "" "" 71
"199" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER" "FORMATION OF TC NER PRE INCISION COMPLEX" "" "" "" "" "" "" "" "" 53
"200" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "FORMATION OF INCISION COMPLEX IN GG NER" "" "" "" "" "" "" "" "" 43
"201" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins." "FORMATION OF ATP BY CHEMIOSMOTIC COUPLING" "" "" "" "" "" "" "" "" 18
"202" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "EXTENSION OF TELOMERES" "" "" "" "" "" "" "" "" 49
"203" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by nuclear receptors" "ESR MEDIATED SIGNALING" "ESTROGEN DEPENDENT GENE EXPRESSION" "" "" "" "" "" "" "" "" 124
"204" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "ESTABLISHMENT OF SISTER CHROMATID COHESION" "" "" "" "" "" "" "" "" 11
"205" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "PROTEIN UBIQUITINATION" "E3 UBIQUITIN LIGASES UBIQUITINATE TARGET PROTEINS" "" "" "" "" "" "" "" "" 55
"206" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER" "DUAL INCISION IN TC NER" "" "" "" "" "" "" "" "" 65
"207" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "DUAL INCISION IN GG NER" "" "" "" "" "" "" "" "" 41
"208" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE" "" "" "" "" "" "" "" "" 63
"209" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "DNA DAMAGE RECOGNITION IN GG NER" "" "" "" "" "" "" "" "" 38
"210" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "" "" "" "" "" "" "" "" "" 189
"211" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "nucleosome assembly" "DEPOSITION OF NEW CENPA CONTAINING NUCLEOSOMES AT THE CENTROMERE" "" "" "" "" "" "" "" "" 58
"212" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by hedgehog" "hedgehog 'off' state" "DEGRADATION OF GLI1 BY THE PROTEASOME" "" "" "" "" "" "" "" "" 56
"213" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "DEGRADATION OF DVL" "" "" "" "" "" "" "" "" 54
"214" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "DEGRADATION OF AXIN" "" "" "" "" "" "" "" "" 53
"215" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "TRNA AMINOACYLATION" "CYTOSOLIC TRNA AMINOACYLATION" "" "" "" "" "" "" "" "" 24
"216" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO CHEMICAL STRESS" "" "" "" "" "" "" "" "" "" 139
"217" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "" "" "" "" "" "" "" "" "" "" "" 228
"218" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "ASSEMBLY OF THE PRE REPLICATIVE COMPLEX" "CDC6 ASSOCIATION WITH THE ORC ORIGIN COMPLEX" "" "" "" "" "" "" "" "" 11
"219" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "B WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION" "" "" "" "" "" "" "" "" 70
"220" "IN REACTOME HIERARCHIE" "metabolism of proteins" "protein folding" "chaperonin mediated protein folding" "ASSOCIATION OF TRIC CCT WITH TARGET PROTEINS DURING BIOSYNTHESIS" "" "" "" "" "" "" "" "" 37
"221" "IN REACTOME HIERARCHIE" "PROGRAMMED CELL DEATH" "APOPTOSIS" "APOPTOTIC EXECUTION PHASE" "APOPTOSIS INDUCED DNA FRAGMENTATION" "" "" "" "" "" "" "" "" 13
"222" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "collagen formation" "assembly of collagen fibrils and other multimeric structures" "ANCHORING FIBRIL FORMATION" "" "" "" "" "" "" "" "" 13
"223" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO STARVATION" "" "" "" "" "" "" "" "" "" 144
"224" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS" "" "" "" "" "" "" "" "" 37
"225" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "TRNA AMINOACYLATION" "" "" "" "" "" "" "" "" "" 41
"226" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM" "" "" "" "" "" "" "" "" "" 77
"227" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE" "" "" "" "" "" "" "" "" "" 39
"228" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER" "" "" "" "" "" "" "" "" "" 78
"229" "IN REACTOME HIERARCHIE" "immune system" "adaptive immune system" "TCR SIGNALING" "" "" "" "" "" "" "" "" "" 91
"230" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "SWITCHING OF ORIGINS TO A POST REPLICATIVE STATE" "" "" "" "" "" "" "" "" "" 87
"231" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by tgfb family members" "SIGNALING BY ACTIVIN" "" "" "" "" "" "" "" "" "" 10
"232" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "SELENOAMINO ACID METABOLISM" "" "" "" "" "" "" "" "" "" 107
"233" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "PROTEIN UBIQUITINATION" "" "" "" "" "" "" "" "" "" 75
"234" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NOTCH" "PRE NOTCH EXPRESSION AND PROCESSING" "" "" "" "" "" "" "" "" "" 88
"235" "IN REACTOME HIERARCHIE" "hemostasis" "PLATELET HOMEOSTASIS" "PLATELET CALCIUM HOMEOSTASIS" "" "" "" "" "" "" "" "" "" 22
