"level1" "level2" "level3" "level4" "level5" "level6" "level7" "level8" "level9" "level10" "level11" "level12" "level13"
"84" "<b>IN REACTOME HIERARCHIE</b>" "<b>EXTRACELLULAR MATRIX ORGANIZATION</b>" "<b>ELASTIC FIBRE FORMATION</b>" "<b>MOLECULES ASSOCIATED WITH ELASTIC FIBRES</b>" "" "" "" "" "" "" "" "" ""
"85" "<b>IN REACTOME HIERARCHIE</b>" "<b>EXTRACELLULAR MATRIX ORGANIZATION</b>" "<b>INTEGRIN CELL SURFACE INTERACTIONS</b>" "" "" "" "" "" "" "" "" "" ""
"86" "<b>IN REACTOME HIERARCHIE</b>" "<b>EXTRACELLULAR MATRIX ORGANIZATION</b>" "<b>LAMININ INTERACTIONS</b>" "" "" "" "" "" "" "" "" "" ""
"87" "<b>IN REACTOME HIERARCHIE</b>" "<b>EXTRACELLULAR MATRIX ORGANIZATION</b>" "<b>NON INTEGRIN MEMBRANE ECM INTERACTIONS</b>" "<b>SYNDECAN INTERACTIONS</b>" "" "" "" "" "" "" "" "" ""
"88" "<b>IN REACTOME HIERARCHIE</b>" "<b>HEMOSTASIS</b>" "<b>FACTORS INVOLVED IN MEGAKARYOCYTE DEVELOPMENT AND PLATELET PRODUCTION</b>" "<b>KINESINS</b>" "" "" "" "" "" "" "" "" ""
"89" "<b>IN REACTOME HIERARCHIE</b>" "<b>HEMOSTASIS</b>" "<b>PLATELET ACTIVATION SIGNALING AND AGGREGATION</b>" "<b>GP1B IX V ACTIVATION SIGNALLING</b>" "" "" "" "" "" "" "" "" ""
"90" "<b>IN REACTOME HIERARCHIE</b>" "<b>HEMOSTASIS</b>" "<b>PLATELET ACTIVATION SIGNALING AND AGGREGATION</b>" "<b>PLATELET AGGREGATION PLUG FORMATION</b>" "" "" "" "" "" "" "" "" ""
"91" "<b>IN REACTOME HIERARCHIE</b>" "<b>HEMOSTASIS</b>" "<b>PLATELET ACTIVATION SIGNALING AND AGGREGATION</b>" "RESPONSE TO ELEVATED PLATELET CYTOSOLIC CA2+" "<b>DISINHIBITION OF SNARE FORMATION</b>" "" "" "" "" "" "" "" ""
"92" "<b>IN REACTOME HIERARCHIE</b>" "<b>HEMOSTASIS</b>" "<b>PLATELET ADHESION TO EXPOSED COLLAGEN</b>" "" "" "" "" "" "" "" "" "" ""
"93" "<b>IN REACTOME HIERARCHIE</b>" "<b>HEMOSTASIS</b>" "<b>PLATELET HOMEOSTASIS</b>" "<b>PLATELET CALCIUM HOMEOSTASIS</b>" "" "" "" "" "" "" "" "" ""
"94" "<b>IN REACTOME HIERARCHIE</b>" "<b>METABOLISM OF RNA</b>" "<b>DEADENYLATION DEPENDENT MRNA DECAY</b>" "" "" "" "" "" "" "" "" "" ""
"95" "<b>IN REACTOME HIERARCHIE</b>" "<b>METABOLISM OF RNA</b>" "<b>MRNA CAPPING</b>" "" "" "" "" "" "" "" "" "" ""
"96" "<b>IN REACTOME HIERARCHIE</b>" "<b>METABOLISM OF RNA</b>" "<b>NONSENSE MEDIATED DECAY NMD</b>" "" "" "" "" "" "" "" "" "" ""
"97" "<b>IN REACTOME HIERARCHIE</b>" "<b>METABOLISM OF RNA</b>" "<b>PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA</b>" "<b>MRNA SPLICING</b>" "" "" "" "" "" "" "" "" ""
"98" "<b>IN REACTOME HIERARCHIE</b>" "<b>METABOLISM OF RNA</b>" "<b>PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA</b>" "<b>TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM</b>" "<b>TRANSPORT OF MATURE MRNAS DERIVED FROM INTRONLESS TRANSCRIPTS</b>" "<b>TRANSPORT OF THE SLBP DEPENDANT MATURE MRNA</b>" "" "" "" "" "" "" ""
"99" "<b>IN REACTOME HIERARCHIE</b>" "<b>METABOLISM OF RNA</b>" "<b>PROCESSING OF CAPPED INTRONLESS PRE MRNA</b>" "" "" "" "" "" "" "" "" "" ""
"100" "<b>IN REACTOME HIERARCHIE</b>" "<b>METABOLISM OF RNA</b>" "<b>REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU RICH ELEMENTS</b>" "<b>AUF1 HNRNP D0 BINDS AND DESTABILIZES MRNA</b>" "" "" "" "" "" "" "" "" ""
"101" "<b>IN REACTOME HIERARCHIE</b>" "<b>METABOLISM OF RNA</b>" "<b>REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU RICH ELEMENTS</b>" "<b>HUR ELAVL1 BINDS AND STABILIZES MRNA</b>" "" "" "" "" "" "" "" "" ""
"102" "<b>IN REACTOME HIERARCHIE</b>" "<b>METABOLISM OF RNA</b>" "<b>RRNA PROCESSING</b>" "" "" "" "" "" "" "" "" "" ""
"103" "<b>IN REACTOME HIERARCHIE</b>" "<b>METABOLISM OF RNA</b>" "METABOLISM OF NON CODING RNA" "<b>SNRNP ASSEMBLY</b>" "" "" "" "" "" "" "" "" ""
"104" "<b>IN REACTOME HIERARCHIE</b>" "<b>MUSCLE CONTRACTION</b>" "<b>CARDIAC CONDUCTION</b>" "<b>ION HOMEOSTASIS</b>" "" "" "" "" "" "" "" "" ""
"105" "<b>IN REACTOME HIERARCHIE</b>" "<b>MUSCLE CONTRACTION</b>" "<b>SMOOTH MUSCLE CONTRACTION</b>" "" "" "" "" "" "" "" "" "" ""
"106" "<b>IN REACTOME HIERARCHIE</b>" "<b>MUSCLE CONTRACTION</b>" "<b>STRIATED MUSCLE CONTRACTION</b>" "" "" "" "" "" "" "" "" "" ""
"107" "<b>IN REACTOME HIERARCHIE</b>" "<b>NEURONAL SYSTEM</b>" "<b>POTASSIUM CHANNELS</b>" "" "" "" "" "" "" "" "" "" ""
"108" "<b>IN REACTOME HIERARCHIE</b>" "<b>NEURONAL SYSTEM</b>" "<b>PROTEIN PROTEIN INTERACTIONS AT SYNAPSES</b>" "<b>NEUREXINS AND NEUROLIGINS</b>" "" "" "" "" "" "" "" "" ""
"109" "<b>IN REACTOME HIERARCHIE</b>" "<b>NEURONAL SYSTEM</b>" "<b>PROTEIN PROTEIN INTERACTIONS AT SYNAPSES</b>" "<b>RECEPTOR TYPE TYROSINE PROTEIN PHOSPHATASES</b>" "" "" "" "" "" "" "" "" ""
"110" "<b>IN REACTOME HIERARCHIE</b>" "<b>NEURONAL SYSTEM</b>" "<b>TRANSMISSION ACROSS CHEMICAL SYNAPSES</b>" "<b>NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION</b>" "<b>ACTIVATION OF NMDA RECEPTORS AND POSTSYNAPTIC EVENTS</b>" "<b>ASSEMBLY AND CELL SURFACE PRESENTATION OF NMDA RECEPTORS</b>" "" "" "" "" "" "" ""
"111" "<b>IN REACTOME HIERARCHIE</b>" "<b>NEURONAL SYSTEM</b>" "<b>TRANSMISSION ACROSS CHEMICAL SYNAPSES</b>" "<b>NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION</b>" "<b>GABA RECEPTOR ACTIVATION</b>" "<b>GABA B RECEPTOR ACTIVATION</b>" "ACTIVATION OF GABAB RECEPTORS" "<b>ADENYLATE CYCLASE INHIBITORY PATHWAY</b>" "" "" "" "" ""
"112" "<b>IN REACTOME HIERARCHIE</b>" "<b>NEURONAL SYSTEM</b>" "<b>TRANSMISSION ACROSS CHEMICAL SYNAPSES</b>" "<b>NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION</b>" "GLUTAMATE BINDING ACTIVATION OF AMPA RECEPTORS AND SYNAPTIC PLASTICITY" "<b>TRAFFICKING OF AMPA RECEPTORS</b>" "<b>TRAFFICKING OF GLUR2 CONTAINING AMPA RECEPTORS</b>" "" "" "" "" "" ""
"113" "<b>IN REACTOME HIERARCHIE</b>" "<b>ORGANELLE BIOGENESIS AND MAINTENANCE</b>" "<b>CILIUM ASSEMBLY</b>" "<b>ANCHORING OF THE BASAL BODY TO THE PLASMA MEMBRANE</b>" "" "" "" "" "" "" "" "" ""
"114" "<b>IN REACTOME HIERARCHIE</b>" "<b>ORGANELLE BIOGENESIS AND MAINTENANCE</b>" "<b>CILIUM ASSEMBLY</b>" "<b>INTRAFLAGELLAR TRANSPORT</b>" "" "" "" "" "" "" "" "" ""
"115" "<b>IN REACTOME HIERARCHIE</b>" "<b>ORGANELLE BIOGENESIS AND MAINTENANCE</b>" "<b>MITOCHONDRIAL BIOGENESIS</b>" "<b>CRISTAE FORMATION</b>" "" "" "" "" "" "" "" "" ""
"116" "<b>IN REACTOME HIERARCHIE</b>" "<b>PROGRAMMED CELL DEATH</b>" "<b>APOPTOSIS</b>" "<b>APOPTOTIC EXECUTION PHASE</b>" "<b>APOPTOSIS INDUCED DNA FRAGMENTATION</b>" "" "" "" "" "" "" "" ""
"117" "<b>IN REACTOME HIERARCHIE</b>" "<b>PROTEIN LOCALIZATION</b>" "<b>MITOCHONDRIAL PROTEIN IMPORT</b>" "" "" "" "" "" "" "" "" "" ""
"118" "<b>IN REACTOME HIERARCHIE</b>" "<b>REPRODUCTION</b>" "" "" "" "" "" "" "" "" "" "" ""
"119" "<b>IN REACTOME HIERARCHIE</b>" "<b>SENSORY PERCEPTION</b>" "" "" "" "" "" "" "" "" "" "" ""
"120" "<b>IN REACTOME HIERARCHIE</b>" "<b>TRANSPORT OF SMALL MOLECULES</b>" "<b>ABC FAMILY PROTEINS MEDIATED TRANSPORT</b>" "<b>ABC TRANSPORTERS IN LIPID HOMEOSTASIS</b>" "" "" "" "" "" "" "" "" ""
"121" "<b>IN REACTOME HIERARCHIE</b>" "<b>TRANSPORT OF SMALL MOLECULES</b>" "<b>ION CHANNEL TRANSPORT</b>" "<b>STIMULI SENSING CHANNELS</b>" "<b>TRP CHANNELS</b>" "" "" "" "" "" "" "" ""
"122" "<b>IN REACTOME HIERARCHIE</b>" "<b>TRANSPORT OF SMALL MOLECULES</b>" "PLASMA LIPOPROTEIN ASSEMBLY REMODELING AND CLEARANCE" "<b>PLASMA LIPOPROTEIN ASSEMBLY</b>" "<b>HDL ASSEMBLY</b>" "" "" "" "" "" "" "" ""
"123" "<b>IN REACTOME HIERARCHIE</b>" "<b>VESICLE MEDIATED TRANSPORT</b>" "BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS" "<b>SCAVENGING BY CLASS A RECEPTORS</b>" "" "" "" "" "" "" "" "" ""
"124" "<b>IN REACTOME HIERARCHIE</b>" "<b>VESICLE MEDIATED TRANSPORT</b>" "MEMBRANE TRAFFICKING" "<b>GAP JUNCTION TRAFFICKING AND REGULATION</b>" "GAP JUNCTION TRAFFICKING" "<b>GAP JUNCTION ASSEMBLY</b>" "<b>TRANSPORT OF CONNEXONS TO THE PLASMA MEMBRANE</b>" "" "" "" "" "" ""
"125" "<b>IN REACTOME HIERARCHIE</b>" "<b>VESICLE MEDIATED TRANSPORT</b>" "MEMBRANE TRAFFICKING" "<b>INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC</b>" "<b>GOLGI TO ER RETROGRADE TRANSPORT</b>" "<b>COPI DEPENDENT GOLGI TO ER RETROGRADE TRAFFIC</b>" "" "" "" "" "" "" ""
"126" "<b>IN REACTOME HIERARCHIE</b>" "<b>VESICLE MEDIATED TRANSPORT</b>" "MEMBRANE TRAFFICKING" "<b>INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC</b>" "<b>GOLGI TO ER RETROGRADE TRANSPORT</b>" "<b>COPI INDEPENDENT GOLGI TO ER RETROGRADE TRAFFIC</b>" "" "" "" "" "" "" ""
"127" "<b>IN REACTOME HIERARCHIE</b>" "CELLULAR RESPONSES TO STIMULI" "CELLULAR RESPONSES TO STRESS" "<b>CELLULAR RESPONSE TO CHEMICAL STRESS</b>" "<b>CYTOPROTECTION BY HMOX1</b>" "<b>REGULATION OF HMOX1 EXPRESSION AND ACTIVITY</b>" "" "" "" "" "" "" ""
"128" "<b>IN REACTOME HIERARCHIE</b>" "CELLULAR RESPONSES TO STIMULI" "CELLULAR RESPONSES TO STRESS" "<b>CELLULAR RESPONSE TO HEAT STRESS</b>" "<b>REGULATION OF HSF1 MEDIATED HEAT SHOCK RESPONSE</b>" "" "" "" "" "" "" "" ""
"129" "<b>IN REACTOME HIERARCHIE</b>" "CELLULAR RESPONSES TO STIMULI" "CELLULAR RESPONSES TO STRESS" "<b>CELLULAR RESPONSE TO HYPOXIA</b>" "" "" "" "" "" "" "" "" ""
"130" "<b>IN REACTOME HIERARCHIE</b>" "CELLULAR RESPONSES TO STIMULI" "CELLULAR RESPONSES TO STRESS" "<b>CELLULAR RESPONSE TO STARVATION</b>" "<b>AMINO ACIDS REGULATE MTORC1</b>" "" "" "" "" "" "" "" ""
"131" "<b>IN REACTOME HIERARCHIE</b>" "CELLULAR RESPONSES TO STIMULI" "CELLULAR RESPONSES TO STRESS" "<b>CELLULAR SENESCENCE</b>" "<b>DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE</b>" "<b>FORMATION OF SENESCENCE ASSOCIATED HETEROCHROMATIN FOCI SAHF</b>" "" "" "" "" "" "" ""
"132" "<b>IN REACTOME HIERARCHIE</b>" "CELLULAR RESPONSES TO STIMULI" "CELLULAR RESPONSES TO STRESS" "<b>CELLULAR SENESCENCE</b>" "<b>OXIDATIVE STRESS INDUCED SENESCENCE</b>" "" "" "" "" "" "" "" ""
"133" "<b>IN REACTOME HIERARCHIE</b>" "CELLULAR RESPONSES TO STIMULI" "CELLULAR RESPONSES TO STRESS" "<b>CELLULAR SENESCENCE</b>" "<b>SENESCENCE ASSOCIATED SECRETORY PHENOTYPE SASP</b>" "" "" "" "" "" "" "" ""
"134" "<b>IN REACTOME HIERARCHIE</b>" "CHROMATIN ORGANIZATION" "<b>CHROMATIN MODIFYING ENZYMES</b>" "<b>HATS ACETYLATE HISTONES</b>" "" "" "" "" "" "" "" "" ""
"135" "<b>IN REACTOME HIERARCHIE</b>" "CHROMATIN ORGANIZATION" "<b>CHROMATIN MODIFYING ENZYMES</b>" "<b>HDACS DEACETYLATE HISTONES</b>" "" "" "" "" "" "" "" "" ""
"136" "<b>IN REACTOME HIERARCHIE</b>" "CHROMATIN ORGANIZATION" "<b>CHROMATIN MODIFYING ENZYMES</b>" "<b>HDMS DEMETHYLATE HISTONES</b>" "" "" "" "" "" "" "" "" ""
"137" "<b>IN REACTOME HIERARCHIE</b>" "CHROMATIN ORGANIZATION" "<b>CHROMATIN MODIFYING ENZYMES</b>" "<b>PKMTS METHYLATE HISTONE LYSINES</b>" "" "" "" "" "" "" "" "" ""
"138" "<b>IN REACTOME HIERARCHIE</b>" "CHROMATIN ORGANIZATION" "<b>CHROMATIN MODIFYING ENZYMES</b>" "<b>RMTS METHYLATE HISTONE ARGININES</b>" "" "" "" "" "" "" "" "" ""
"139" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>EPIGENETIC REGULATION OF GENE EXPRESSION</b>" "<b>NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION</b>" "<b>SIRT1 NEGATIVELY REGULATES RRNA EXPRESSION</b>" "" "" "" "" "" "" "" ""
"140" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>EPIGENETIC REGULATION OF GENE EXPRESSION</b>" "<b>POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION</b>" "<b>B WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION</b>" "" "" "" "" "" "" "" ""
"141" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>EPIGENETIC REGULATION OF GENE EXPRESSION</b>" "<b>PRC2 METHYLATES HISTONES AND DNA</b>" "" "" "" "" "" "" "" "" ""
"142" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>GENE SILENCING BY RNA</b>" "<b>TRANSCRIPTIONAL REGULATION BY SMALL RNAS</b>" "" "" "" "" "" "" "" "" ""
"143" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE I TRANSCRIPTION</b>" "<b>RNA POLYMERASE I TRANSCRIPTION TERMINATION</b>" "" "" "" "" "" "" "" "" ""
"144" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE I TRANSCRIPTION</b>" "RNA POLYMERASE I PROMOTER CLEARANCE" "<b>RNA POLYMERASE I PROMOTER ESCAPE</b>" "" "" "" "" "" "" "" ""
"145" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE I TRANSCRIPTION</b>" "RNA POLYMERASE I PROMOTER CLEARANCE" "<b>RNA POLYMERASE I TRANSCRIPTION INITIATION</b>" "" "" "" "" "" "" "" ""
"146" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "<b>RNA POLYMERASE II TRANSCRIBES SNRNA GENES</b>" "" "" "" "" "" "" "" "" ""
"147" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "<b>RNA POLYMERASE II TRANSCRIPTION TERMINATION</b>" "" "" "" "" "" "" "" "" ""
"148" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "GENERIC TRANSCRIPTION PATHWAY" "<b>NUCLEAR RECEPTOR TRANSCRIPTION PATHWAY</b>" "" "" "" "" "" "" "" ""
"149" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "GENERIC TRANSCRIPTION PATHWAY" "<b>TRANSCRIPTIONAL REGULATION BY E2F6</b>" "" "" "" "" "" "" "" ""
"150" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "GENERIC TRANSCRIPTION PATHWAY" "<b>TRANSCRIPTIONAL REGULATION BY RUNX1</b>" "<b>RUNX1 REGULATES GENES INVOLVED IN MEGAKARYOCYTE DIFFERENTIATION AND PLATELET FUNCTION</b>" "" "" "" "" "" "" ""
"151" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "GENERIC TRANSCRIPTION PATHWAY" "<b>TRANSCRIPTIONAL REGULATION BY RUNX1</b>" "<b>RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN DIFFERENTIATION OF HSCS</b>" "" "" "" "" "" "" ""
"152" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "GENERIC TRANSCRIPTION PATHWAY" "<b>TRANSCRIPTIONAL REGULATION BY TP53</b>" "<b>REGULATION OF TP53 ACTIVITY</b>" "<b>REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION</b>" "" "" "" "" "" ""
"153" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "GENERIC TRANSCRIPTION PATHWAY" "<b>TRANSCRIPTIONAL REGULATION BY TP53</b>" "<b>REGULATION OF TP53 ACTIVITY</b>" "<b>REGULATION OF TP53 EXPRESSION AND DEGRADATION</b>" "" "" "" "" "" ""
"154" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "GENERIC TRANSCRIPTION PATHWAY" "<b>TRANSCRIPTIONAL REGULATION BY TP53</b>" "<b>TP53 REGULATES METABOLIC GENES</b>" "" "" "" "" "" "" ""
"155" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "GENERIC TRANSCRIPTION PATHWAY" "<b>TRANSCRIPTIONAL REGULATION BY TP53</b>" "<b>TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES</b>" "<b>TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G1 CELL CYCLE ARREST</b>" "" "" "" "" "" ""
"156" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "GENERIC TRANSCRIPTION PATHWAY" "<b>TRANSCRIPTIONAL REGULATION BY TP53</b>" "<b>TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES</b>" "<b>TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G2 CELL CYCLE ARREST</b>" "" "" "" "" "" ""
"157" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "GENERIC TRANSCRIPTION PATHWAY" "<b>TRANSCRIPTIONAL REGULATION BY TP53</b>" "<b>TP53 REGULATES TRANSCRIPTION OF DNA REPAIR GENES</b>" "" "" "" "" "" "" ""
"158" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "GENERIC TRANSCRIPTION PATHWAY" "TRANSCRIPTIONAL REGULATION BY RUNX2" "<b>REGULATION OF RUNX2 EXPRESSION AND ACTIVITY</b>" "" "" "" "" "" "" ""
"159" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "GENERIC TRANSCRIPTION PATHWAY" "TRANSCRIPTIONAL REGULATION BY RUNX3" "<b>REGULATION OF RUNX3 EXPRESSION AND ACTIVITY</b>" "" "" "" "" "" "" ""
"160" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "GENERIC TRANSCRIPTION PATHWAY" "TRANSCRIPTIONAL REGULATION BY THE AP 2 TFAP2 FAMILY OF TRANSCRIPTION FACTORS" "<b>TFAP2A ACTS AS A TRANSCRIPTIONAL REPRESSOR DURING RETINOIC ACID INDUCED CELL DIFFERENTIATION</b>" "" "" "" "" "" "" ""
"161" "<b>IN REACTOME HIERARCHIE</b>" "GENE EXPRESSION TRANSCRIPTION" "<b>RNA POLYMERASE II TRANSCRIPTION</b>" "RNA POLYMERASE II TRANSCRIPTION ELONGATION" "<b>FORMATION OF THE EARLY ELONGATION COMPLEX</b>" "" "" "" "" "" "" "" ""
"162" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>ADAPTIVE IMMUNE SYSTEM</b>" "<b>IMMUNOREGULATORY INTERACTIONS BETWEEN A LYMPHOID AND A NON LYMPHOID CELL</b>" "" "" "" "" "" "" "" "" ""
"163" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>ADAPTIVE IMMUNE SYSTEM</b>" "<b>MHC CLASS II ANTIGEN PRESENTATION</b>" "" "" "" "" "" "" "" "" ""
"164" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>ADAPTIVE IMMUNE SYSTEM</b>" "<b>SIGNALING BY THE B CELL RECEPTOR BCR</b>" "<b>DOWNSTREAM SIGNALING EVENTS OF B CELL RECEPTOR BCR</b>" "" "" "" "" "" "" "" ""
"165" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>ADAPTIVE IMMUNE SYSTEM</b>" "<b>TCR SIGNALING</b>" "" "" "" "" "" "" "" "" ""
"166" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>ADAPTIVE IMMUNE SYSTEM</b>" "CLASS I MHC MEDIATED ANTIGEN PROCESSING & PRESENTATION" "ANTIGEN PROCESSING CROSS PRESENTATION" "<b>CROSS PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS ENDOSOMES</b>" "" "" "" "" "" "" ""
"167" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>CYTOKINE SIGNALING IN IMMUNE SYSTEM</b>" "<b>INTERFERON SIGNALING</b>" "<b>ANTIVIRAL MECHANISM BY IFN STIMULATED GENES</b>" "" "" "" "" "" "" "" ""
"168" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>CYTOKINE SIGNALING IN IMMUNE SYSTEM</b>" "<b>INTERFERON SIGNALING</b>" "<b>INTERFERON ALPHA BETA SIGNALING</b>" "" "" "" "" "" "" "" ""
"169" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>CYTOKINE SIGNALING IN IMMUNE SYSTEM</b>" "<b>INTERFERON SIGNALING</b>" "<b>INTERFERON GAMMA SIGNALING</b>" "" "" "" "" "" "" "" ""
"170" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>CYTOKINE SIGNALING IN IMMUNE SYSTEM</b>" "<b>SIGNALING BY INTERLEUKINS</b>" "<b>INTERLEUKIN 1 FAMILY SIGNALING</b>" "<b>INTERLEUKIN 1 SIGNALING</b>" "" "" "" "" "" "" ""
"171" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>CYTOKINE SIGNALING IN IMMUNE SYSTEM</b>" "<b>SIGNALING BY INTERLEUKINS</b>" "<b>INTERLEUKIN 6 FAMILY SIGNALING</b>" "" "" "" "" "" "" "" ""
"172" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>CYTOKINE SIGNALING IN IMMUNE SYSTEM</b>" "<b>SIGNALING BY INTERLEUKINS</b>" "<b>INTERLEUKIN 7 SIGNALING</b>" "" "" "" "" "" "" "" ""
"173" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>CYTOKINE SIGNALING IN IMMUNE SYSTEM</b>" "<b>SIGNALING BY INTERLEUKINS</b>" "INTERLEUKIN 12 FAMILY SIGNALING" "<b>INTERLEUKIN 12 SIGNALING</b>" "" "" "" "" "" "" ""
"174" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>CYTOKINE SIGNALING IN IMMUNE SYSTEM</b>" "<b>TNFR2 NON CANONICAL NF KB PATHWAY</b>" "" "" "" "" "" "" "" "" ""
"175" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>INNATE IMMUNE SYSTEM</b>" "<b>C TYPE LECTIN RECEPTORS CLRS</b>" "<b>CLEC7A DECTIN 1 SIGNALING</b>" "<b>DECTIN 1 MEDIATED NONCANONICAL NF KB SIGNALING</b>" "" "" "" "" "" "" ""
"176" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>INNATE IMMUNE SYSTEM</b>" "<b>FC EPSILON RECEPTOR FCERI SIGNALING</b>" "<b>FCERI MEDIATED NF KB ACTIVATION</b>" "" "" "" "" "" "" "" ""
"177" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>INNATE IMMUNE SYSTEM</b>" "<b>NEUTROPHIL DEGRANULATION</b>" "" "" "" "" "" "" "" "" ""
"178" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>INNATE IMMUNE SYSTEM</b>" "ANTIMICROBIAL PEPTIDES" "<b>DEFENSINS</b>" "" "" "" "" "" "" "" ""
