"level1" "level2" "level3" "level4" "level5" "level6" "level7" "level8" "level9" "level10" "level11" "level12" "level13" "value"
"99" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "glycosaminoglycan metabolism" "HEPARAN SULFATE HEPARIN HS GAG METABOLISM" "HS GAG BIOSYNTHESIS" "" "" "" "" "" "" "" 21
"100" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "HOMOLOGY DIRECTED REPAIR" "hdr through homologous recombination hrr or single strand annealing ssa" "HDR THROUGH SINGLE STRAND ANNEALING SSA" "" "" "" "" "" "" "" 37
"101" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "HOMOLOGY DIRECTED REPAIR" "hdr through homologous recombination hrr or single strand annealing ssa" "HDR THROUGH HOMOLOGOUS RECOMBINATION HRR" "" "" "" "" "" "" "" 66
"102" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROPHASE" "GOLGI CISTERNAE PERICENTRIOLAR STACK REORGANIZATION" "" "" "" "" "" "" "" 14
"103" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF LIPIDS" "metabolism of steroids" "metabolism of steroid hormones" "GLUCOCORTICOID BIOSYNTHESIS" "" "" "" "" "" "" "" 4
"104" "IN REACTOME HIERARCHIE" "VESICLE MEDIATED TRANSPORT" "membrane trafficking" "GAP JUNCTION TRAFFICKING AND REGULATION" "gap junction trafficking" "GAP JUNCTION ASSEMBLY" "" "" "" "" "" "" "" 12
"105" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION" "GABA RECEPTOR ACTIVATION" "GABA B RECEPTOR ACTIVATION" "" "" "" "" "" "" "" 27
"106" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE" "FORMATION OF SENESCENCE ASSOCIATED HETEROCHROMATIN FOCI SAHF" "" "" "" "" "" "" "" 17
"107" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "signaling by fgfr" "signaling by fgfr2" "FGFR2 ALTERNATIVE SPLICING" "" "" "" "" "" "" "" 25
"108" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NUCLEAR RECEPTORS" "ESR MEDIATED SIGNALING" "extra nuclear estrogen signaling" "ESTROGEN DEPENDENT NUCLEAR EVENTS DOWNSTREAM OF ESR MEMBRANE SIGNALING" "" "" "" "" "" "" "" 19
"109" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "NERVOUS SYSTEM DEVELOPMENT" "axon guidance" "eph ephrin signaling" "EPHA MEDIATED GROWTH CONE COLLAPSE" "" "" "" "" "" "" "" 22
"110" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA Q SIGNALLING EVENTS" "EFFECTS OF PIP2 HYDROLYSIS" "" "" "" "" "" "" "" 22
"111" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G1 PHASE AND G1 S TRANSITION" "g1 s transition" "E2F MEDIATED REGULATION OF DNA REPLICATION" "" "" "" "" "" "" "" 22
"112" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "synthesis of dna" "DNA STRAND ELONGATION" "" "" "" "" "" "" "" 32
"113" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "synthesis of dna" "DNA REPLICATION INITIATION" "" "" "" "" "" "" "" 8
"114" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "glycosaminoglycan metabolism" "CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM" "DERMATAN SULFATE BIOSYNTHESIS" "" "" "" "" "" "" "" 10
"115" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "C TYPE LECTIN RECEPTORS CLRS" "CLEC7A DECTIN 1 SIGNALING" "DECTIN 1 MEDIATED NONCANONICAL NF KB SIGNALING" "" "" "" "" "" "" "" 57
"116" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G1 PHASE AND G1 S TRANSITION" "g1 phase" "CYCLIN D ASSOCIATED EVENTS IN G1" "" "" "" "" "" "" "" 44
"117" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G2 G2 M PHASES" "g2 m transition" "CYCLIN A B1 B2 ASSOCIATED EVENTS DURING G2 M TRANSITION" "" "" "" "" "" "" "" 24
"118" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "glycosaminoglycan metabolism" "CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM" "CS DS DEGRADATION" "" "" "" "" "" "" "" 12
"119" "IN REACTOME HIERARCHIE" "immune system" "ADAPTIVE IMMUNE SYSTEM" "class i mhc mediated antigen processing & presentation" "antigen processing cross presentation" "CROSS PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS ENDOSOMES" "" "" "" "" "" "" "" 45
"120" "IN REACTOME HIERARCHIE" "VESICLE MEDIATED TRANSPORT" "membrane trafficking" "INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC" "GOLGI TO ER RETROGRADE TRANSPORT" "COPI INDEPENDENT GOLGI TO ER RETROGRADE TRAFFIC" "" "" "" "" "" "" "" 39
"121" "IN REACTOME HIERARCHIE" "VESICLE MEDIATED TRANSPORT" "membrane trafficking" "INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC" "GOLGI TO ER RETROGRADE TRANSPORT" "COPI DEPENDENT GOLGI TO ER RETROGRADE TRAFFIC" "" "" "" "" "" "" "" 85
"122" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "regulation of mitotic cell cycle" "APC C MEDIATED DEGRADATION OF CELL CYCLE PROTEINS" "CONVERSION FROM APC C CDC20 TO APC C CDH1 IN LATE ANAPHASE" "" "" "" "" "" "" "" 20
"123" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROPHASE" "CONDENSATION OF PROPHASE CHROMOSOMES" "" "" "" "" "" "" "" 53
"124" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROMETAPHASE" "CONDENSATION OF PROMETAPHASE CHROMOSOMES" "" "" "" "" "" "" "" 11
"125" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins." "RESPIRATORY ELECTRON TRANSPORT" "COMPLEX I BIOGENESIS" "" "" "" "" "" "" "" 55
"126" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC TELOPHASE CYTOKINESIS" "COHESIN LOADING ONTO CHROMATIN" "" "" "" "" "" "" "" 10
"127" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "GPCR LIGAND BINDING" "class b 2 secretin family receptors" "CALCITONIN LIKE LIGAND RECEPTORS" "" "" "" "" "" "" "" 4
"128" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G2 G2 M PHASES" "g2 m transition" "AURKA ACTIVATION BY TPX2" "" "" "" "" "" "" "" 71
"129" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "beta catenin independent wnt signaling" "pcp ce pathway" "ASYMMETRIC LOCALIZATION OF PCP PROTEINS" "" "" "" "" "" "" "" 62
"130" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION" "ACTIVATION OF NMDA RECEPTORS AND POSTSYNAPTIC EVENTS" "ASSEMBLY AND CELL SURFACE PRESENTATION OF NMDA RECEPTORS" "" "" "" "" "" "" "" 27
"131" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "regulation of mitotic cell cycle" "APC C MEDIATED DEGRADATION OF CELL CYCLE PROTEINS" "APC C CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1" "" "" "" "" "" "" "" 72
"132" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G1 PHASE AND G1 S TRANSITION" "g1 s transition" "ACTIVATION OF THE PRE REPLICATIVE COMPLEX" "" "" "" "" "" "" "" 32
"133" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "EUKARYOTIC TRANSLATION INITIATION" "cap dependent translation initiation" "ACTIVATION OF THE MRNA UPON BINDING OF THE CAP BINDING COMPLEX AND EIFS AND SUBSEQUENT BINDING TO 43S" "" "" "" "" "" "" "" 59
"134" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "SIGNALING BY NTRKS" "SIGNALING BY NTRK3 TRKC" "ACTIVATED NTRK3 SIGNALS THROUGH PI3K" "" "" "" "" "" "" "" 6
"135" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "glycosaminoglycan metabolism" "HEPARAN SULFATE HEPARIN HS GAG METABOLISM" "A TETRASACCHARIDE LINKER SEQUENCE IS REQUIRED FOR GAG SYNTHESIS" "" "" "" "" "" "" "" 22
"136" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "glycosaminoglycan metabolism" "CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM" "A TETRASACCHARIDE LINKER SEQUENCE IS REQUIRED FOR GAG SYNTHESIS" "" "" "" "" "" "" "" 22
"137" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "UNWINDING OF DNA" "" "" "" "" "" "" "" "" 12
"138" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "UCH PROTEINASES" "" "" "" "" "" "" "" "" 97
"139" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "UB SPECIFIC PROCESSING PROTEASES" "" "" "" "" "" "" "" "" 180
"140" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "ION CHANNEL TRANSPORT" "STIMULI SENSING CHANNELS" "TRP CHANNELS" "" "" "" "" "" "" "" "" 18
"141" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM" "TRANSPORT OF MATURE MRNAS DERIVED FROM INTRONLESS TRANSCRIPTS" "" "" "" "" "" "" "" "" 41
"142" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE" "TRANSLESION SYNTHESIS BY POLK" "" "" "" "" "" "" "" "" 17
"143" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE" "TRANSLESION SYNTHESIS BY POLH" "" "" "" "" "" "" "" "" 19
"144" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY TP53" "" "" "" "" "" "" "" "" 340
"145" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY RUNX1" "" "" "" "" "" "" "" "" 198
"146" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY E2F6" "" "" "" "" "" "" "" "" 34
"147" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of vitamins and cofactors" "METABOLISM OF COFACTORS" "TETRAHYDROBIOPTERIN BH4 SYNTHESIS RECYCLING SALVAGE AND REGULATION" "" "" "" "" "" "" "" "" 7
"148" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE" "TERMINATION OF TRANSLESION DNA SYNTHESIS" "" "" "" "" "" "" "" "" 32
"149" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF LIPIDS" "biosynthesis of specialized proresolving mediators spms" "SYNTHESIS OF LIPOXINS LX" "" "" "" "" "" "" "" "" 6
"150" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "SIRT1 NEGATIVELY REGULATES RRNA EXPRESSION" "" "" "" "" "" "" "" "" 48
"151" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "NERVOUS SYSTEM DEVELOPMENT" "axon guidance" "SIGNALING BY ROBO RECEPTORS" "" "" "" "" "" "" "" "" 198
"152" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "SIGNALING BY NTRKS" "SIGNALING BY NTRK3 TRKC" "" "" "" "" "" "" "" "" 17
"153" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "SENESCENCE ASSOCIATED SECRETORY PHENOTYPE SASP" "" "" "" "" "" "" "" "" 87
"154" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "NERVOUS SYSTEM DEVELOPMENT" "axon guidance" "SEMAPHORIN INTERACTIONS" "" "" "" "" "" "" "" "" 58
"155" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE I TRANSCRIPTION" "rna polymerase i promoter clearance" "RNA POLYMERASE I TRANSCRIPTION INITIATION" "" "" "" "" "" "" "" "" 45
"156" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE I TRANSCRIPTION" "rna polymerase i promoter clearance" "RNA POLYMERASE I PROMOTER ESCAPE" "" "" "" "" "" "" "" "" 69
"157" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3" "signaling by rho gtpases" "RHO GTPASE EFFECTORS" "" "" "" "" "" "" "" "" 278
"158" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3" "signaling by rho gtpases" "RHO GTPASE CYCLE" "" "" "" "" "" "" "" "" 409
"159" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins." "RESPIRATORY ELECTRON TRANSPORT" "" "" "" "" "" "" "" "" 99
"160" "IN REACTOME HIERARCHIE" "DNA REPAIR" "BASE EXCISION REPAIR" "RESOLUTION OF ABASIC SITES AP SITES" "RESOLUTION OF AP SITES VIA THE MULTIPLE NUCLEOTIDE PATCH REPLACEMENT PATHWAY" "" "" "" "" "" "" "" "" 24
"161" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "cytosolic sensors of pathogen associated dna " "REGULATION OF INNATE IMMUNE RESPONSES TO CYTOSOLIC DNA" "" "" "" "" "" "" "" "" 13
"162" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO HEAT STRESS" "REGULATION OF HSF1 MEDIATED HEAT SHOCK RESPONSE" "" "" "" "" "" "" "" "" 75
"163" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "REGULATION OF FZD BY UBIQUITINATION" "" "" "" "" "" "" "" "" 14
"164" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NUCLEAR RECEPTORS" "SIGNALING BY RETINOIC ACID" "RA BIOSYNTHESIS PATHWAY" "" "" "" "" "" "" "" "" 13
"165" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "PYRUVATE METABOLISM AND CITRIC ACID TCA CYCLE" "PYRUVATE METABOLISM" "" "" "" "" "" "" "" "" 26
"166" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF NUCLEOTIDES" "nucleotide biosynthesis" "PURINE RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHESIS" "" "" "" "" "" "" "" "" 12
"167" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by non receptor tyrosine kinases" "signaling by ptk6" "PTK6 REGULATES CELL CYCLE" "" "" "" "" "" "" "" "" 5
"168" "IN REACTOME HIERARCHIE" "signal transduction" "intracellular signaling by second messengers" "pip3 activates akt signaling" "PTEN REGULATION" "" "" "" "" "" "" "" "" 135
"169" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NOTCH" "PRE NOTCH EXPRESSION AND PROCESSING" "PRE NOTCH PROCESSING IN GOLGI" "" "" "" "" "" "" "" "" 17
"170" "IN REACTOME HIERARCHIE" "metabolism" "INTEGRATION OF ENERGY METABOLISM" "glucagon signaling in metabolic regulation" "PKA ACTIVATION IN GLUCAGON SIGNALLING" "" "" "" "" "" "" "" "" 15
"171" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF NUCLEOTIDES" "nucleotide catabolism" "PHOSPHATE BOND HYDROLYSIS BY NTPDASE PROTEINS" "" "" "" "" "" "" "" "" 5
"172" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "OXIDATIVE STRESS INDUCED SENESCENCE" "" "" "" "" "" "" "" "" 101
"173" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "SWITCHING OF ORIGINS TO A POST REPLICATIVE STATE" "ORC1 REMOVAL FROM CHROMATIN" "" "" "" "" "" "" "" "" 69
"174" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "O LINKED GLYCOSYLATION" "O GLYCOSYLATION OF TSR DOMAIN CONTAINING PROTEINS" "" "" "" "" "" "" "" "" 31
"175" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "NUCLEAR RECEPTOR TRANSCRIPTION PATHWAY" "" "" "" "" "" "" "" "" 44
"176" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NOTCH" "signaling by notch4" "NEGATIVE REGULATION OF NOTCH4 SIGNALING" "" "" "" "" "" "" "" "" 52
"177" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "NERVOUS SYSTEM DEVELOPMENT" "axon guidance" "NCAM SIGNALING FOR NEURITE OUT GROWTH" "" "" "" "" "" "" "" "" 50
"178" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC TELOPHASE CYTOKINESIS" "" "" "" "" "" "" "" "" 13
"179" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROPHASE" "" "" "" "" "" "" "" "" 119
"180" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROMETAPHASE" "" "" "" "" "" "" "" "" 190
"181" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC METAPHASE AND ANAPHASE" "" "" "" "" "" "" "" "" 221
"182" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "METALLOPROTEASE DUBS" "" "" "" "" "" "" "" "" 32
"183" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of vitamins and cofactors" "metabolism of water soluble vitamins and cofactors" "METABOLISM OF FOLATE AND PTERINES" "" "" "" "" "" "" "" "" 13
"184" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "SIGNALING BY MET" "MET RECEPTOR RECYCLING" "" "" "" "" "" "" "" "" 9
"185" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "SIGNALING BY MET" "MET RECEPTOR ACTIVATION" "" "" "" "" "" "" "" "" 5
"186" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "SIGNALING BY MET" "MET PROMOTES CELL MOTILITY" "" "" "" "" "" "" "" "" 39
"187" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "LAGGING STRAND SYNTHESIS" "" "" "" "" "" "" "" "" 20
"188" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "SIGNALING BY INTERLEUKINS" "INTERLEUKIN 7 SIGNALING" "" "" "" "" "" "" "" "" 28
"189" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "SIGNALING BY INTERLEUKINS" "INTERLEUKIN 6 FAMILY SIGNALING" "" "" "" "" "" "" "" "" 21
"190" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "SIGNALING BY INTERLEUKINS" "INTERLEUKIN 1 FAMILY SIGNALING" "" "" "" "" "" "" "" "" 112
"191" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "INTERFERON SIGNALING" "INTERFERON GAMMA SIGNALING" "" "" "" "" "" "" "" "" 83
"192" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "INTERFERON SIGNALING" "INTERFERON ALPHA BETA SIGNALING" "" "" "" "" "" "" "" "" 57
"193" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "complement cascade" "INITIAL TRIGGERING OF COMPLEMENT" "" "" "" "" "" "" "" "" 12
"194" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "MITOTIC SPINDLE CHECKPOINT" "INHIBITION OF THE PROTEOLYTIC ACTIVITY OF APC C REQUIRED FOR THE ONSET OF ANAPHASE BY MITOTIC SPINDLE CHECKPOINT COMPONENTS" "" "" "" "" "" "" "" "" 21
"195" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "INHIBITION OF DNA RECOMBINATION AT TELOMERE" "" "" "" "" "" "" "" "" 52
"196" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "glycosaminoglycan metabolism" "HEPARAN SULFATE HEPARIN HS GAG METABOLISM" "" "" "" "" "" "" "" "" 42
"197" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "plasma lipoprotein assembly remodeling and clearance" "PLASMA LIPOPROTEIN ASSEMBLY" "HDL ASSEMBLY" "" "" "" "" "" "" "" "" 5
"198" "IN REACTOME HIERARCHIE" "VESICLE MEDIATED TRANSPORT" "membrane trafficking" "INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC" "GOLGI TO ER RETROGRADE TRANSPORT" "" "" "" "" "" "" "" "" 116
"199" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "GLUCOSE METABOLISM" "GLYCOLYSIS" "" "" "" "" "" "" "" "" 60
"200" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "GLUCOSE METABOLISM" "GLUCONEOGENESIS" "" "" "" "" "" "" "" "" 24
"201" "IN REACTOME HIERARCHIE" "metabolism" "INTEGRATION OF ENERGY METABOLISM" "REGULATION OF INSULIN SECRETION" "GLUCAGON LIKE PEPTIDE 1 GLP1 REGULATES INSULIN SECRETION" "" "" "" "" "" "" "" "" 30
"202" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "GAP FILLING DNA REPAIR SYNTHESIS AND LIGATION IN GG NER" "" "" "" "" "" "" "" "" 25
"203" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION" "GABA RECEPTOR ACTIVATION" "" "" "" "" "" "" "" "" 31
"204" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "G2 M DNA REPLICATION CHECKPOINT" "" "" "" "" "" "" "" "" 5
"205" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "G2 M DNA DAMAGE CHECKPOINT" "" "" "" "" "" "" "" "" 84
"206" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G1 PHASE AND G1 S TRANSITION" "G0 AND EARLY G1" "" "" "" "" "" "" "" "" 26
"207" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA S SIGNALLING EVENTS" "" "" "" "" "" "" "" "" 68
"208" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA Q SIGNALLING EVENTS" "" "" "" "" "" "" "" "" 101
"209" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA I SIGNALLING EVENTS" "" "" "" "" "" "" "" "" 138
"210" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "rna polymerase ii transcription elongation" "FORMATION OF THE EARLY ELONGATION COMPLEX" "" "" "" "" "" "" "" "" 33
"211" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "FORMATION OF THE BETA CATENIN TCF TRANSACTIVATING COMPLEX" "" "" "" "" "" "" "" "" 69
"212" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER" "FORMATION OF TC NER PRE INCISION COMPLEX" "" "" "" "" "" "" "" "" 53
"213" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "FORMATION OF INCISION COMPLEX IN GG NER" "" "" "" "" "" "" "" "" 43
