"Category"	"ID"	"Description"	"FDR"	"geneSymbols"	"genesEnriched"	"query_size"	"Count"	"BgRatio"	"GeneRatio"	"celltype"
"GO:CC"	"GO:0097124"	"cyclin A2-CDK2 complex"	0.022100817433395	"Ccna2"	"ENSMUSG00000027715"	21	1	0.000190331176246669	0.0476190476190476	"sCs"
"GO:MF"	"GO:0008017"	"microtubule binding"	0.000788390556821021	"Dcx,Cenpf,Plk1,Kif11,Birc5,Kif4,Kif20b,Kif23,Dnm3,Kif22,Map6,Kifc1,Tiam1"	"ENSMUSG00000031285,ENSMUSG00000026605,ENSMUSG00000030867,ENSMUSG00000012443,ENSMUSG00000017716,ENSMUSG00000034311,ENSMUSG00000024795,ENSMUSG00000032254,ENSMUSG00000040265,ENSMUSG00000030677,ENSMUSG00000055407,ENSMUSG00000079553,ENSMUSG00000002489"	232	13	0.0124987981924815	0.0560344827586207	"sCs"
"GO:MF"	"GO:0005201"	"extracellular matrix structural constituent"	0.00239403090184326	"Tnc,Col6a6,Hmcn1,Emilin1,Fbln2,Col16a1"	"ENSMUSG00000028364,ENSMUSG00000043719,ENSMUSG00000066842,ENSMUSG00000029163,ENSMUSG00000064080,ENSMUSG00000040690"	100	6	0.00653783290068263	0.06	"sCs"
"GO:MF"	"GO:0004648"	"O-phospho-L-serine:2-oxoglutarate aminotransferase activity"	0.00742394072159605	"Psat1"	"ENSMUSG00000024640"	5	1	4.80723007403134e-05	0.2	"sCs"
"GO:MF"	"GO:0008430"	"selenium binding"	0.0159163883622128	"Gpx3"	"ENSMUSG00000018339"	3	1	0.000336506105182194	0.333333333333333	"sCs"
"GO:MF"	"GO:0004998"	"transferrin receptor activity"	0.0180778946422009	"Tfrc"	"ENSMUSG00000022797"	14	1	9.61446014806269e-05	0.0714285714285714	"sCs"
"GO:MF"	"GO:0046915"	"transition metal ion transmembrane transporter activity"	0.0233940177894117	"Tfrc,Slc40a1"	"ENSMUSG00000022797,ENSMUSG00000025993"	36	2	0.00182674742813191	0.0555555555555556	"sCs"
"GO:MF"	"GO:0008294"	"calcium- and calmodulin-responsive adenylate cyclase activity"	0.0241896229557203	"Adcy5"	"ENSMUSG00000022840"	11	1	0.000192289202961254	0.0909090909090909	"sCs"
"GO:MF"	"GO:0045545"	"syndecan binding"	0.0259057722635435	"Tnc"	"ENSMUSG00000028364"	6	1	0.000384578405922507	0.166666666666667	"sCs"
"GO:MF"	"GO:0004602"	"glutathione peroxidase activity"	0.0306007979981869	"Gpx3"	"ENSMUSG00000018339"	3	1	0.000961446014806269	0.333333333333333	"sCs"
"GO:MF"	"GO:0008483"	"transaminase activity"	0.0402637396051424	"Psat1"	"ENSMUSG00000024640"	5	1	0.0010575906162869	0.2	"sCs"
"GO:MF"	"GO:0004634"	"phosphopyruvate hydratase activity"	0.0402637396051424	"Eno3"	"ENSMUSG00000060600"	22	1	0.000240361503701567	0.0454545454545455	"sCs"
"GO:MF"	"GO:0008191"	"metalloendopeptidase inhibitor activity"	0.040489054675197	"Timp3"	"ENSMUSG00000020044"	8	1	0.000673012210364388	0.125	"sCs"
"GO:MF"	"GO:0016769"	"transferase activity, transferring nitrogenous groups"	0.0405112478726884	"Psat1"	"ENSMUSG00000024640"	5	1	0.00110566291702721	0.2	"sCs"
"GO:MF"	"GO:0004016"	"adenylate cyclase activity"	0.0432713409663794	"Adcy5"	"ENSMUSG00000022840"	11	1	0.000576867608883761	0.0909090909090909	"sCs"
"GO:MF"	"GO:0032036"	"myosin heavy chain binding"	0.0469544990605127	"Myl9"	"ENSMUSG00000067818"	16	1	0.000576867608883761	0.0625	"sCs"
"REAC"	"REAC:R-MMU-2299718"	"Condensation of Prophase Chromosomes"	4.43983329705168e-06	"H3c4,H2bc7,H3c6,Plk1,Ccnb1,H2ac7,H3c11,H2bc15,H2bc8,H3c8,H2ac8,H2ac20,H4c12,H2ac10"	"ENSMUSG00000099583,ENSMUSG00000069268,ENSMUSG00000069273,ENSMUSG00000030867,ENSMUSG00000041431,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000064288,ENSMUSG00000061991"	230	14	0.00880546865948326	0.0608695652173913	"sCs"
"REAC"	"REAC:R-MMU-69278"	"Cell Cycle, Mitotic"	1.22448346984767e-05	"Ccnd1,Ccna2,H3c4,Hmmr,Mastl,Ube2c,Esco2,Cenpf,H2bc7,Bub1b,Knl1,H3c6,Plk1,Birc5,Ccnb1,H2ac7,Mcm3,H3c11,H2bc15,Tuba4a,Mad2l1,H2bc8,H3c8,Kif23,Cdc20,Ndc80,Nek2,H2ac8,Cdca8,H2ac20,Cdc45,H4c12,Aurkb"	"ENSMUSG00000070348,ENSMUSG00000027715,ENSMUSG00000099583,ENSMUSG00000020330,ENSMUSG00000026779,ENSMUSG00000001403,ENSMUSG00000022034,ENSMUSG00000026605,ENSMUSG00000069268,ENSMUSG00000040084,ENSMUSG00000027326,ENSMUSG00000069273,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000041431,ENSMUSG00000071478,ENSMUSG00000041859,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000026202,ENSMUSG00000029910,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000032254,ENSMUSG00000006398,ENSMUSG00000024056,ENSMUSG00000026622,ENSMUSG00000069272,ENSMUSG00000028873,ENSMUSG00000068855,ENSMUSG00000000028,ENSMUSG00000064288,ENSMUSG00000020897"	203	33	0.0579307148650214	0.16256157635468	"sCs"
"REAC"	"REAC:R-MMU-212300"	"PRC2 methylates histones and DNA"	1.86088534775937e-05	"H3c4,H2bc7,H3c6,H2ac7,H3c11,H2bc15,H2bc8,H3c8,H2ac8,H2ac20,H4c12,Phf19,H2ac10"	"ENSMUSG00000099583,ENSMUSG00000069268,ENSMUSG00000069273,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000064288,ENSMUSG00000026873,ENSMUSG00000061991"	230	13	0.00915305294867339	0.0565217391304348	"sCs"
"REAC"	"REAC:R-MMU-1640170"	"Cell Cycle"	1.86088534775937e-05	"Ccnd1,Ccna2,H3c4,Hmmr,Mastl,Ube2c,Esco2,Mis18bp1,Cenpf,Clspn,H2bc7,Bub1b,Knl1,H3c6,Plk1,Birc5,Ccnb1,H2ac7,Mcm3,H3c11,H2bc15,Tuba4a,Mad2l1,H2bc8,H3c8,Kif23,Cdc20,Ndc80,Nek2,H2ac8,Cdca8,H2ac20,Cdc45,H4c12,Aurkb"	"ENSMUSG00000070348,ENSMUSG00000027715,ENSMUSG00000099583,ENSMUSG00000020330,ENSMUSG00000026779,ENSMUSG00000001403,ENSMUSG00000022034,ENSMUSG00000047534,ENSMUSG00000026605,ENSMUSG00000042489,ENSMUSG00000069268,ENSMUSG00000040084,ENSMUSG00000027326,ENSMUSG00000069273,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000041431,ENSMUSG00000071478,ENSMUSG00000041859,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000026202,ENSMUSG00000029910,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000032254,ENSMUSG00000006398,ENSMUSG00000024056,ENSMUSG00000026622,ENSMUSG00000069272,ENSMUSG00000028873,ENSMUSG00000068855,ENSMUSG00000000028,ENSMUSG00000064288,ENSMUSG00000020897"	203	35	0.0668520449542347	0.172413793103448	"sCs"
"REAC"	"REAC:R-MMU-176408"	"Regulation of APC/C activators between G1/S and early anaphase"	2.27587491542056e-05	"Ccna2,Ube2c,Bub1b,Plk1,Ccnb1,Mad2l1,Cdc20"	"ENSMUSG00000027715,ENSMUSG00000001403,ENSMUSG00000040084,ENSMUSG00000030867,ENSMUSG00000041431,ENSMUSG00000029910,ENSMUSG00000006398"	142	7	0.0032441200324412	0.0492957746478873	"sCs"
"REAC"	"REAC:R-MMU-68886"	"M Phase"	2.3073654832761e-05	"H3c4,Mastl,Ube2c,Cenpf,H2bc7,Bub1b,Knl1,H3c6,Plk1,Birc5,Ccnb1,H2ac7,H3c11,H2bc15,Tuba4a,Mad2l1,H2bc8,H3c8,Kif23,Cdc20,Ndc80,Nek2,H2ac8,Cdca8,H2ac20,H4c12,Aurkb"	"ENSMUSG00000099583,ENSMUSG00000026779,ENSMUSG00000001403,ENSMUSG00000026605,ENSMUSG00000069268,ENSMUSG00000040084,ENSMUSG00000027326,ENSMUSG00000069273,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000041431,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000026202,ENSMUSG00000029910,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000032254,ENSMUSG00000006398,ENSMUSG00000024056,ENSMUSG00000026622,ENSMUSG00000069272,ENSMUSG00000028873,ENSMUSG00000068855,ENSMUSG00000064288,ENSMUSG00000020897"	203	27	0.0446066504460665	0.133004926108374	"sCs"
"REAC"	"REAC:R-MMU-69620"	"Cell Cycle Checkpoints"	2.97425773057095e-05	"Ccna2,Ube2c,Cenpf,Clspn,H2bc7,Bub1b,Knl1,Plk1,Birc5,Ccnb1,Mcm3,H3c11,H2bc15,Mad2l1,H2bc8,H3c8,Cdc20,Ndc80,Cdca8,Cdc45,H4c12,Aurkb"	"ENSMUSG00000027715,ENSMUSG00000001403,ENSMUSG00000026605,ENSMUSG00000042489,ENSMUSG00000069268,ENSMUSG00000040084,ENSMUSG00000027326,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000041431,ENSMUSG00000041859,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000029910,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000006398,ENSMUSG00000024056,ENSMUSG00000028873,ENSMUSG00000000028,ENSMUSG00000064288,ENSMUSG00000020897"	203	22	0.0318618931757618	0.108374384236453	"sCs"
"REAC"	"REAC:R-MMU-2559586"	"DNA Damage/Telomere Stress Induced Senescence"	3.24546663098207e-05	"Ccna2,H2bc7,H2ac7,H3c11,H2bc15,H1f5,H2bc8,H3c8,H2ac8,H2ac20,Hmga1,H4c12,H2ac10"	"ENSMUSG00000027715,ENSMUSG00000069268,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058773,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000046711,ENSMUSG00000064288,ENSMUSG00000061991"	230	13	0.0103116672459738	0.0565217391304348	"sCs"
"REAC"	"REAC:R-MMU-110330"	"Recognition and association of DNA glycosylase with site containing an affected purine"	3.48812448635644e-05	"H2bc7,H2ac7,H3c11,H2bc15,H2bc8,H3c8,H2ac8,H2ac20,H4c12,Neil3,H2ac10"	"ENSMUSG00000069268,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000064288,ENSMUSG00000039396,ENSMUSG00000061991"	230	11	0.0072992700729927	0.0478260869565217	"sCs"
"REAC"	"REAC:R-MMU-110331"	"Cleavage of the damaged purine"	3.9548443436304e-05	"H2bc7,H2ac7,H3c11,H2bc15,H2bc8,H3c8,H2ac8,H2ac20,H4c12,Neil3,H2ac10"	"ENSMUSG00000069268,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000064288,ENSMUSG00000039396,ENSMUSG00000061991"	230	11	0.00753099293245279	0.0478260869565217	"sCs"
"REAC"	"REAC:R-MMU-73927"	"Depurination"	3.9548443436304e-05	"H2bc7,H2ac7,H3c11,H2bc15,H2bc8,H3c8,H2ac8,H2ac20,H4c12,Neil3,H2ac10"	"ENSMUSG00000069268,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000064288,ENSMUSG00000039396,ENSMUSG00000061991"	230	11	0.00753099293245279	0.0478260869565217	"sCs"
"REAC"	"REAC:R-MMU-212165"	"Epigenetic regulation of gene expression"	3.9548443436304e-05	"H3c4,Dek,H2bc7,H3c6,H2ac7,H3c11,H2bc15,H2bc8,H3c8,H2ac8,H2ac20,H4c12,Phf19,H2ac10"	"ENSMUSG00000099583,ENSMUSG00000021377,ENSMUSG00000069268,ENSMUSG00000069273,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000064288,ENSMUSG00000026873,ENSMUSG00000061991"	230	14	0.0126288958405747	0.0608695652173913	"sCs"
"REAC"	"REAC:R-MMU-68875"	"Mitotic Prophase"	5.90136944972687e-05	"H3c4,Mastl,H2bc7,H3c6,Plk1,Ccnb1,H2ac7,H3c11,H2bc15,H2bc8,H3c8,H2ac8,H2ac20,H4c12"	"ENSMUSG00000099583,ENSMUSG00000026779,ENSMUSG00000069268,ENSMUSG00000069273,ENSMUSG00000030867,ENSMUSG00000041431,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000064288"	200	14	0.0150619858649056	0.07	"sCs"
"REAC"	"REAC:R-MMU-73929"	"Base-Excision Repair, AP Site Formation"	7.72843298231022e-05	"H2bc7,H2ac7,H3c11,H2bc15,H2bc8,H3c8,H2ac8,H2ac20,H4c12,Neil3,H2ac10"	"ENSMUSG00000069268,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000064288,ENSMUSG00000039396,ENSMUSG00000061991"	230	11	0.00822616151083304	0.0478260869565217	"sCs"
"REAC"	"REAC:R-MMU-8936459"	"RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function"	7.83338042897536e-05	"H3c4,H2bc7,H3c6,H2ac7,H3c11,H2bc15,H2bc8,H3c8,H2ac8,H2ac20,H4c12,H2ac10"	"ENSMUSG00000099583,ENSMUSG00000069268,ENSMUSG00000069273,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000064288,ENSMUSG00000061991"	230	12	0.00996408295678369	0.0521739130434783	"sCs"
"REAC"	"REAC:R-MMU-3214815"	"HDACs deacetylate histones"	9.41048145816243e-05	"H3c4,H2bc7,H3c6,H2ac7,H3c11,H2bc15,H2bc8,H3c8,H2ac8,H2ac20,H4c12,H2ac10"	"ENSMUSG00000099583,ENSMUSG00000069268,ENSMUSG00000069273,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000064288,ENSMUSG00000061991"	230	12	0.0101958058162438	0.0521739130434783	"sCs"
"REAC"	"REAC:R-MMU-9670095"	"Inhibition of DNA recombination at telomere"	0.000170883939005003	"H2bc7,H2ac7,H3c11,H2bc15,H2bc8,H3c8,H2ac8,H2ac20,H4c12,H2ac10"	"ENSMUSG00000069268,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000064288,ENSMUSG00000061991"	230	10	0.00741513150272274	0.0434782608695652	"sCs"
"REAC"	"REAC:R-MMU-983231"	"Factors involved in megakaryocyte development and platelet production"	0.000222703174949644	"H3c4,H3c6,Kif11,H3c11,Kif4,Gata2,Tuba4a,H3c8,Kif20b,Kif23"	"ENSMUSG00000099583,ENSMUSG00000069273,ENSMUSG00000012443,ENSMUSG00000101972,ENSMUSG00000034311,ENSMUSG00000015053,ENSMUSG00000026202,ENSMUSG00000099517,ENSMUSG00000024795,ENSMUSG00000032254"	132	10	0.0132082029892249	0.0757575757575758	"sCs"
"REAC"	"REAC:R-MMU-2500257"	"Resolution of Sister Chromatid Cohesion"	0.000305842573238618	"Cenpf,Bub1b,Knl1,Plk1,Birc5,Ccnb1,Tuba4a,Mad2l1,Cdc20,Ndc80,Cdca8,Aurkb"	"ENSMUSG00000026605,ENSMUSG00000040084,ENSMUSG00000027326,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000041431,ENSMUSG00000026202,ENSMUSG00000029910,ENSMUSG00000006398,ENSMUSG00000024056,ENSMUSG00000028873,ENSMUSG00000020897"	203	12	0.0130923415594948	0.0591133004926108	"sCs"
"REAC"	"REAC:R-MMU-3214858"	"RMTs methylate histone arginines"	0.0003307403950966	"Ccnd1,H3c4,H3c6,H2ac7,H3c11,H3c8,H2ac8,H2ac20,H4c12,H2ac10"	"ENSMUSG00000070348,ENSMUSG00000099583,ENSMUSG00000069273,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000064288,ENSMUSG00000061991"	230	10	0.008110300081103	0.0434782608695652	"sCs"
