"pathway" "pval" "padj" "log2err" "ES" "NES" "size" "leadingEdge" "day" "type"
"REACTOME_MITOCHONDRIAL_BIOGENESIS" 0.46551724137931 0.817110655737705 0.0806388495950661 0.912928427581092 1.28093505739958 92 "Sod2 Prkag3" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT" 0.0854870775347912 0.573379319686779 0.216542836735348 0.994152405901014 2.33761025869765 22 "Vda3 Parl Spg7" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION" 0.657370517928287 0.88464703060667 0.0650877566917313 0.153289473684211 0.298155045259453 38 "Aadl Dbi Abd6 Aot9 Them4 Aadm Hadha Mer Aot11 Hadhb Ehs1 Ndufab1" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS" 0.200787401574803 0.635617704842251 0.135740943810425 0.443145450203009 1.1417868211276 10 "Aadl Aadm Hadha Mer Hadhb Ehs1" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS" 0.147727272727273 0.583708925613467 0.157402899305283 0.546501910219675 1.3535445304867 6 "Aadl Aadm Hadha Hadhb" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS" 0.834343434343434 0.923380590133702 0.0544555953940371 -0.173199807060661 -0.463013555608297 13 "Sl25a28 Isa1 Fdx2" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT" 0.566473988439306 0.851057302957176 0.0707899094502623 0.739267995874749 1.177862465837 63 "Timm8b Timm17a Taz Sl25a12 Timm10 Mtx2" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOCHONDRIAL_TRANSLATION" 0.547892720306513 0.844283223315481 0.0721797965581253 0.884209593529408 1.24063949836883 92 "Mrpl54 Mrpl15 Mrps2" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION" 0.0982318271119843 0.573379319686779 0.199915231309662 0.991014431260852 2.36781022832971 21 "Gars Ppa2" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOCHONDRIAL_UNCOUPLING" 0.145569620253165 0.583708925613467 0.16823816568964 -0.504835243553009 -1.30254074328282 6 "Up1 Sl25a14 Sl25a27 Up2 Up3 Pm20d1" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOPHAGY" 0.0574257425742574 0.573379319686779 0.266350657088526 -0.994242765913158 -2.26686974319071 29 "Sr" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION" 0.644660194174757 0.878064480500878 0.0647943366000727 0.769451576766969 1.01198811328532 146 "Psmb1 Psmd8 Cdk7 E2f3 Psma4" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOTIC_G2_G2_M_PHASES" 0.068359375 0.573379319686779 0.241339976815091 0.98442172615771 1.27024472574907 189 "Psmb1 Psmd8 Cdk7 E2f3 Psme4 Psma4" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE" 0.0642807737544979 0.573379319686779 0.287805130535564 0.985572741551374 1.25611287894181 228 "Cenpt Psmb1 Psmd8 Sgo2a Bub3 Ran Psme4 Psma4" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOTIC_PROMETAPHASE" 0.0815109343936382 0.573379319686779 0.222056046145248 0.981695910596084 1.25901839377745 194 "Cenpt Sgo2a Bub3 Nek6 Nek9" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOTIC_PROPHASE" 0.17578125 0.605 0.14551614609036 0.97660789226434 1.31364391679048 123 "H2b8 H2b6 Nek6 Nek9 Nup214 Golga2" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOTIC_SPINDLE_CHECKPOINT" 0.0635838150289017 0.573379319686779 0.248911114434702 0.988017519447026 1.33945710360752 110 "Cenpt Sgo2a Bub3 Cenpf" "D2_D4" "Inflammatory-Mac"
"REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS" 0.466666666666667 0.817110655737705 0.0833634065110386 -0.254275673565014 -0.67975297270855 13 "Sm3 Stag1 Mau2 Rad21 Nipbl Wapl Pds5a Sm1a Stag2 Kif20a Plk1" "D2_D4" "Inflammatory-Mac"
"REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM" 0.451097804391218 0.812077875851007 0.0845557442441281 0.333532326428273 0.83963292488664 7 "Mr1 Uba52 Rps27a B2m Ub" "D2_D4" "Inflammatory-Mac"
"REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES" 0.380952380952381 0.775496292063588 0.0937465422491719 -0.704743813421368 -1.50779968914411 35 "Itgb3" "D2_D4" "Inflammatory-Mac"
"REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS" 0.59280303030303 0.866320757515089 0.0676760401641789 0.308858643744031 0.76496334251646 6 "Mos3 Mos1 Mos2 Moos Nfs1" "D2_D4" "Inflammatory-Mac"
"REACTOME_MRNA_CAPPING" 0.0885311871227364 0.573379319686779 0.213927855492356 0.99387394980926 2.07795371093581 29 "Cdk7 Polr2b" "D2_D4" "Inflammatory-Mac"
"REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE" 0.311890838206628 0.731341377769265 0.104732821580651 0.327026219912799 0.808582314482718 15 "Exos2 Exos9 Wdr61 Nt53b Exos7 Tt37 Exos4 Exos1 Exos8 Dps Dis3 Skiv2l" "D2_D4" "Inflammatory-Mac"
"REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE" 0.0779727095516569 0.573379319686779 0.224966093540314 0.993230244938519 2.45579210890421 15 "Lsm5 Lsm6" "D2_D4" "Inflammatory-Mac"
"REACTOME_MRNA_EDITING" 0.922155688622755 0.962590525754773 0.0492917662312669 0.205122082263746 0.516373497388669 7 "Apobe1 Adarb1 Apobe3 Adar Apobe4" "D2_D4" "Inflammatory-Mac"
"REACTOME_MRNA_EDITING_C_TO_U_CONVERSION" 0.964656964656965 0.980017744348955 0.0490939668192139 -0.208213454306691 -0.514314552093752 5 "A1f Apobe2" "D2_D4" "Inflammatory-Mac"
"REACTOME_MRNA_SPLICING" 0.157281553398058 0.594793618273555 0.154190966581424 0.972045694081045 1.25768315093898 186 "Snrpd3 Lsm5 Plrg1 Sf3b1" "D2_D4" "Inflammatory-Mac"
"REACTOME_MRNA_SPLICING_MINOR_PATHWAY" 0.117878192534381 0.573379319686779 0.181383128498408 0.989833787888412 1.70165733034018 52 "Snrpd3 Sf3b1" "D2_D4" "Inflammatory-Mac"
"REACTOME_MTORC1_MEDIATED_SIGNALLING" 0.109311740890688 0.573379319686779 0.191892240384838 0.990237879863558 2.23650916382433 24 "Ywhab Fkbp1a" "D2_D4" "Inflammatory-Mac"
"REACTOME_MTOR_SIGNALLING" 0.150684931506849 0.586201135983963 0.158514105424824 0.984856220690434 1.84171970886111 41 "Ywhab Prkag3" "D2_D4" "Inflammatory-Mac"
"REACTOME_MUCOPOLYSACCHARIDOSES" 0.52156862745098 0.833325024477888 0.0758886900606117 0.262896475352438 0.673220515781958 11 "Ids Gusb Galns Gns Naglu Arsb" "D2_D4" "Inflammatory-Mac"
"REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS" 0.434599156118143 0.805299268255571 0.0897104652742981 -0.356196275071633 -0.919032826672412 6 "Sl26a3 Sl26a11 Sl26a6 Sl26a1 Sl26a2 Sl26a9" "D2_D4" "Inflammatory-Mac"
"REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS" 0.882703777335984 0.951292246520875 0.0511147954416412 -0.258147308105527 -0.607306147397175 4 "Chrm1 Chrm5 Chrm4 Chrm3" "D2_D4" "Inflammatory-Mac"
"REACTOME_MUSCLE_CONTRACTION" 0.744939271255061 0.89465314512977 0.0598603117764473 -0.662927262304668 -0.860024825914056 174 "Myh3 Sn4a Ttn" "D2_D4" "Inflammatory-Mac"
"REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE" 0.20952380952381 0.641452178999708 0.130105630751129 0.972579314289411 1.35942620025059 95 "Tank Ube2v1 Ly96" "D2_D4" "Inflammatory-Mac"
"REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA" 0.808467741935484 0.911311694973213 0.055826471778749 -0.205683921428145 -0.565579849807301 9 "Gyg Ppp1r3 Ubb Epm2a Gys1 Ub Nhlr1 Rps27a Uba52" "D2_D4" "Inflammatory-Mac"
"REACTOME_MYOGENESIS" 0.47808764940239 0.817110655737705 0.0813027345384498 -0.197668858338314 -0.449267182003953 28 "Tf4 Bo Cdon Cdh4 Ctnna1 Cdh2 Mapk11 Mapk12 Mef2 Spag9 Map2k6 Tf12 Mef2b Myf5 Myod1 Ctnna2" "D2_D4" "Inflammatory-Mac"
"REACTOME_M_PHASE" 0.0192225355653744 0.514514185959087 0.352487857583619 0.982349106412865 1.28299994310933 387 "Cenpt Psmb1 Psmd8 Sgo2a H2b8 H2b6 Bub3 Ran Psme4 Psma4 Nek6" "D2_D4" "Inflammatory-Mac"
"REACTOME_NADE_MODULATES_DEATH_SIGNALLING" 0.0652591170825336 0.573379319686779 0.245041785430996 0.990802827728644 2.37223965242515 5 "Casp3 Ngfr" "D2_D4" "Inflammatory-Mac"
"REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS" 0.717348927875244 0.889259198458741 0.0598603117764473 0.187983037687392 0.464793800745682 15 "Sl6a13 Sl18a1 Sl6a19 Sl6a18 Sl22a1 Sl22a2 Sl6a7 Sl6a6 Sl6a3 Sl6a9 Sl6a12 Sl6a1" "D2_D4" "Inflammatory-Mac"
"REACTOME_NCAM1_INTERACTIONS" 0.460446247464503 0.817110655737705 0.0843144320642653 -0.241263907165929 -0.488980536458475 40 "Cana1g Col4a2 Col6a2 Cana1 Col9a2 Col4a5 Col9a3 Col4a4 Canb2 Col6a3 Cana1s Nrtn Cana1h Col2a1 Canb3 Pspn Gdnf Canb1 Cana1d Col5a3 Col4a1 Nan Col6a1 St8sia2 Agrn Artn Gfra4 Cntn2 St8sia4 Col3a1 Cana1i" "D2_D4" "Inflammatory-Mac"
"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH" 0.111570247933884 0.573379319686779 0.191892240384838 -0.989412390207041 -1.67398147179015 61 "Sr" "D2_D4" "Inflammatory-Mac"
"REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION" 0.916167664670659 0.959198874991521 0.0495901956956338 0.208226374544803 0.52418823017802 7 "Cadm3 Netin1 Netin4 Pvr Netin2 Cadm1 Netin3" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEDDYLATION" 0.0834990059642147 0.573379319686779 0.219250346703755 0.977972954910777 1.24642694763101 228 "Psmb1 Psmd8 Psme4 Psma4" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEF_AND_SIGNAL_TRANSDUCTION" 0.487077534791252 0.817110655737705 0.0802023444698144 0.305208955223881 0.78384327316274 8 "Cd247 Hk Ra1 Dok2 Elmo1 Pak2 Lk" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION" 8.67753885100304e-07 0.000692033723367493 0.659444398037935 -0.999774445444325 -2.74913214785784 9 "Cd4" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION" 0.908183632734531 0.959198874991521 0.0499913914024592 -0.192943704853442 -0.516545512409618 7 "Ap2b1 Ap2a2" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION" 0.449704142011834 0.812077875851007 0.0840745577910723 0.272122562418173 0.687016847295414 13 "Ap1m1 Ap1m2 H2-Q7 H2-D1 H2-Q2 B2m Ap1s2 Ap1s1 Ap1g1" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS" 0.0036744502037971 0.27228192499121 0.431707695803346 -0.999463572344747 -2.37037749685488 24 "Cd4" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION" 0.0480769230769231 0.573379319686779 0.287857117255149 0.990568256775651 1.40517931481891 89 "Cdk7 H2b8 H2b6 Taf1a" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY" 0.460227272727273 0.817110655737705 0.0806388495950661 0.345510983763133 0.855741752316441 6 "Map2k2 Map2k1 Raf1 Mapk1 Braf Mapk3" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS" 0.187763713080169 0.623321443122386 0.14641623786055 -0.465078796561605 -1.19996392703281 6 "Sumo1 Tfap2a Wwox Tfap2e Ktd1 Ube2i" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING" 0.0515873015873016 0.573379319686779 0.282013350011725 -0.994546226292814 -2.27836466967307 27 "Sr" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING" 0.0534653465346535 0.573379319686779 0.276500599254472 -0.994755414650025 -2.26803858037045 29 "Sr Fgf18" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING" 0.0501002004008016 0.573379319686779 0.287857117255149 -0.995065499799191 -2.2766011077707 26 "Sr Fgf18" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING" 0.0534653465346535 0.573379319686779 0.276500599254472 -0.994755414650025 -2.26803858037045 29 "Sr Fgf18" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_REGULATION_OF_FLT3" 0.645224171539961 0.878064480500878 0.0649407684612899 0.204670608612554 0.506054329413263 15 "Abl2 Flt3l Uba52 Rps27a Sla Sos6 Ub Cbl Ptprj Sla2 Sh2b3 Flt3 Sos2 Ubb" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY" 0.457317073170732 0.817110655737705 0.0847985102819124 -0.588905014241923 -1.16266739658321 43 "Dusp5" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY" 0.323170731707317 0.741778916482755 0.105125131597001 0.331658501613096 0.774960846740476 20 "Stam2 Usp8 Ptpn1 Sh3kbp1 Eps15 Met Lrig1 Uba52 Rps27a Sh3gl1 Ub Cbl Hgs Grb2 Ptpn2 Stam Ptprj" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION" 0.516898608349901 0.828962910465391 0.0770736734944102 -0.206941872274329 -0.524924031977302 19 "Camk2b Dlg4 Dlg2 Grin1 Camk4 Dlg1 Atn2 Ppm1e Grin2" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING" 0.0279404659337423 0.573379319686779 0.352487857583619 0.994010362020357 1.68510792449683 53 "Psmb1 Psmd8 Psma4" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_DVL_INTERACTING_PROTEINS" 0.926441351888668 0.964894077282583 0.0488970772260102 -0.234988659424615 -0.552824116139348 4 "Dvl3 Dvl2" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS" 0.227364185110664 0.659418817313554 0.128142916898415 -0.383315418607429 -1.03191700847401 12 "Dkk4 Sfrp2 Lrp5 Kremen2 Kremen1 Wnt9a Wif1 Lrp6 Wnt4 Dkk2" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK" 0.498969072164948 0.817110655737705 0.0808589150280032 -0.903806293439655 -1.25331736918372 103 "Sr Fgf18 Nrg4" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING" 0.429423459244533 0.801088207596526 0.0870515867946735 0.320733148557199 0.660397358477574 34 "Ikbke Ifih1 Ube2l6 Otud5 Ddx58 Ube2k Isg15 Tax1bp1 Her6 Tnfaip3 Atg5 Tbk1 Nlr5 Uba52 Uba7 Rps27a Traf3 Atg12 Ube2d2a Ube2d3 Ub Rnf216 Ube2d1 Nlrx1 Trim25 Rnf135" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEPHRIN_FAMILY_INTERACTIONS" 0.960079840319361 0.979544595616024 0.0474483193656297 0.107151115210247 0.247801241235439 23 "Nphs2 Sptan1 Nk2 Pik3a Pik3b Sptbn1 Pik3r1 Iqgap1 Atn4 Nk1 Cd2ap Cask Kirrel Magi2 Wasl Nphs1 Kirrel2 Kirrel3 Atn2 Atn1" "D2_D4" "Inflammatory-Mac"
"REACTOME_NERVOUS_SYSTEM_DEVELOPMENT" 0.403614457831325 0.792978460257399 0.0911073131586733 -0.7822239440155 -1.06037856730396 544 "Plxna2 Sr Itgb3 Grb10 Plg1 Sn4a Ephb3" "D2_D4" "Inflammatory-Mac"
"REACTOME_NETRIN_1_SIGNALING" 0.116564417177914 0.573379319686779 0.186432558434075 -0.989607915492554 -1.88696686087379 46 "Sr Plg1" "D2_D4" "Inflammatory-Mac"
"REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS" 0.00481228398807679 0.284281220777129 0.407017918923954 -0.99789652195689 -2.46493534452484 5 "Sr" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEUREXINS_AND_NEUROLIGINS" 0.109979633401222 0.573379319686779 0.191892240384838 -0.989486759776592 -1.94909823242172 44 "Nlgn2 Epb41" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEUROFASCIN_INTERACTIONS" 0.774621212121212 0.900024079747482 0.0549073703290958 0.261938872970392 0.648755150166645 6 "Sdbp Ank1 Cntnap1" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEURONAL_SYSTEM" 0.382231404958678 0.775496292063588 0.0959206777921745 -0.859092566124656 -1.10957832428301 329 "Sr Nlgn2 Kif17 Cana1e Gng8 Syn1 Epb41" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS" 0.705410821643287 0.888304455445544 0.0619762736001998 -0.243671641791045 -0.659338759342138 8 "Stx1a Sv2 Vamp1 Sv2a Snap25 Syt2" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEUROTRANSMITTER_CLEARANCE" 0.567073170731707 0.851057302957176 0.0734381410838857 -0.247675295982455 -0.659596800762006 11 "Comt Lrr51 Aldh2 Ahe" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION" 0.0896130346232179 0.573379319686779 0.213927855492356 -0.98139224738076 -1.26464571068044 166 "Sr Kif17 Gng8" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE" 0.517647058823529 0.828962910465391 0.0762797180809272 0.641884555974801 1.1540811044036 43 "Naaa Dnaj5" "D2_D4" "Inflammatory-Mac"
"REACTOME_NEUTROPHIL_DEGRANULATION" 0.25 0.679301533219761 0.120433371642259 0.873977174592743 1.16099430922086 447 "Fpr2 Plau Psmb1 Ckap4 Rhoa Qpt Rab5 Hk3 Atp8b4 Fgl2 Agpat2 Ln2 Ctsz Cxl3 S100a9" "D2_D4" "Inflammatory-Mac"
"REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10" 0.454901960784314 0.81616268554666 0.083129129135339 0.282834917515756 0.72427851608068 11 "Casp8 Ikbkg Ifih1 Ddx58 Ripk1 Ikbkb Trim25 Rnf135" "D2_D4" "Inflammatory-Mac"
"REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL" 0.643564356435644 0.878064480500878 0.0658311958368866 0.229129344321032 0.577275913442994 12 "Uba52 Sqstm1 Rps27a Nfkbia Traf6 Ub Ikbkb Ngfr" "D2_D4" "Inflammatory-Mac"
"REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION" 0.479125248508946 0.817110655737705 0.0810802057550866 -0.396323266085711 -0.93237290606179 4 "Adora2a Ntrk1 Ntrk2 Adyap1r1" "D2_D4" "Inflammatory-Mac"
"REACTOME_NGF_STIMULATED_TRANSCRIPTION" 0.482897384305835 0.817110655737705 0.0813027345384498 0.238312799816089 0.472518106043819 36 "Rest Nab1 Creb1" "D2_D4" "Inflammatory-Mac"
"REACTOME_NICOTINAMIDE_SALVAGING" 0.5 0.817110655737705 0.0795564677235957 0.228161224468283 0.550989111232345 17 "Naxe Naxd Parp16 Parp4 Cyp8b1 Parp10 Parp9 Nudt12 Parp14 Ptgis" "D2_D4" "Inflammatory-Mac"
"REACTOME_NICOTINATE_METABOLISM" 0.851106639839034 0.930780821917808 0.053347785067549 0.128020513623874 0.267660402419936 29 "Naxe Bst1 Qprt Naxd Parp16 Parp4 Cyp8b1 Parp10 Parp9 Nudt12 Parp14 Ptgis Nmnat1 Nadk Nadsyn1 Nampt Nadk2" "D2_D4" "Inflammatory-Mac"
"REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE" 0.754065040650406 0.895396706586826 0.059476028695732 0.168867248177799 0.39457907756957 20 "Pde11a Knmb2 Knmb3 Nos1 Knmb1 Nos2 Nos3 Itpr1 Knma1 Pde1b Prkg1 Guy1b1 Guy1a1 Pde5a Prkg2" "D2_D4" "Inflammatory-Mac"
"REACTOME_NOD1_2_SIGNALING_PATHWAY" 0.327967806841046 0.741778916482755 0.103576326612592 0.950906394652546 1.88542322935624 36 "Ube2v1 Aamp" "D2_D4" "Inflammatory-Mac"
"REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3" 0.509881422924901 0.822306238185255 0.0774767547848578 0.279957012358947 0.724500734931638 9 "Nstn Psen2 Ybx1 Psenen" "D2_D4" "Inflammatory-Mac"
"REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ" 0.429423459244533 0.801088207596526 0.0870515867946735 0.933441119242615 1.51705756029042 59 "H2b8 H2b6 Nhej1" "D2_D4" "Inflammatory-Mac"
"REACTOME_NONSENSE_MEDIATED_DECAY_NMD" 0.845857418111753 0.928522079757912 0.05163559644842 0.203003868889614 0.274441326359515 111 "Upf2 Rpl7 Rpl35 Rps21 Gspt2 Rpl36a Rpl39 Rps3a1 Rps6 Rbm8a Rpl22l1 Magoh Pnr2 Rpl6 Rpl9 Rplp0 Rps5 Magohb Rpl28 Rpl21 Rps15a Rplp2 Rpl18 Rps17 Rpl13 Rps24 Rpl18a Upf1 Rps15 Uba52 Rpl4 Rps27l Rpl29 Rps27a Smg8 Eif4a3 Rpsa Rpl23a Rpl23 Pabp1 Rps29 Rpl37 Rpl30 Rps7 Ppp2r1a Rps18 Rnps1 Rpl10a Rpl39l Rps2 Eif4g1 Rps10 Rpl36 Rpl3 Gspt1 
Rps28 Rpl24 Etf1 Rps14" "D2_D4" "Inflammatory-Mac"
"REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS" 0.119191919191919 0.573379319686779 0.183023938384487 -0.9883369110011 -1.72500948111628 57 "Itgb3" "D2_D4" "Inflammatory-Mac"
"REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE" 0.811860940695297 0.912556871324171 0.0562940749700968 -0.166218718270322 -0.437743484756379 15 "Tspoap1 Ppfia3 Stx1a Un13b Sl18a2" "D2_D4" "Inflammatory-Mac"
"REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING" 0.407484407484408 0.793574639728486 0.0925528864684773 -0.384408762609682 -0.949540082416077 5 "Dnm2 Cav1 Wasl Nostrin Nos3" "D2_D4" "Inflammatory-Mac"
"REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION" 0.529652351738241 0.835465812018898 0.077274697304471 -0.197710054738069 -0.376990033640334 46 "Tle4 Hda3 Hda10 Heyl Nor2 Hda1 Tbl1xr1 Hda8 Mamld1 Noth1 Ep300 Hes1 Crebbp Hda7 Hif1a Maml1 Ubb Nor1 Hda5 Tle3 Maml2 Tle2 Hda11 Cul1 Maml3 Hey1 Cn Fbxw7 Nbea Tle1" "D2_D4" "Inflammatory-Mac"
"REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS" 0.292585170340681 0.722052501226664 0.110564716336619 -0.670331096689268 -1.61675681903723 22 "Jag2" "D2_D4" "Inflammatory-Mac"
"REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION" 0.380081300813008 0.775496292063588 0.0952879846194844 -0.299288339295505 -0.797050147135678 11 "Mamld1 Ep300 Hes1 Maml1 Maml2 Gzmb Fer2a" "D2_D4" "Inflammatory-Mac"
"REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS" 0.330661322645291 0.741778916482755 0.102821842840815 -0.669746882075518 -1.53230766614539 26 "Jag2" "D2_D4" "Inflammatory-Mac"
"REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION" 0.740667976424361 0.89465314512977 0.0587185879555941 -0.154236882992709 -0.365795859646249 24 "Noth3 Heyl Mamld1 Noth1 Ep300 Hes1 Crebbp Maml1 Ikzf1 Maml2 Plxnd1 Maml3 Hey1 Pbx1 Kat2b Rbpj Stat1 Ptra Snw1 Kat2a Ww1 Dlgap5 Fabp7 Hey2" "D2_D4" "Inflammatory-Mac"
"REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS" 0.0950495049504951 0.573379319686779 0.204294756516886 0.988779864849003 2.49116411241942 12 "Jag1 Nstn" "D2_D4" "Inflammatory-Mac"
"REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION" 0.330019880715706 0.741778916482755 0.102449405629826 -0.2782722982257 -0.70585916309188 19 "Noth4 Mamld1 Noth1 Ata2 Ep300 Hes1 Crebbp Maml1 Flt4 Smad3 Maml2" "D2_D4" "Inflammatory-Mac"
"REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY" 0.380478087649402 0.775496292063588 0.0940503465727813 -0.27089061566049 -0.615687592634386 28 "Hda3 Hda10 Noth3 Noth4 Nor2 Hda1 Tbl1xr1 Hda8 Mamld1 Noth1 Crebbp Hda7 Maml1 Nor1 Hda5 Maml2" "D2_D4" "Inflammatory-Mac"
