"Cluster" "Category" "ID" "Description" "FDR" "query_size" "Count" "term_size" "effective_domain_size" "GeneRatio" "BgRatio"
"cluster_3" "GO:MF" "GO:0003677" "DNA binding" 0.00671558795014381 119 22 957 13399 0.184873949579832 0.0714232405403388
"cluster_3" "GO:MF" "GO:0005515" "protein binding" 0.032788138660314 119 56 4143 13399 0.470588235294118 0.309202179267109
"cluster_3" "HP" "HP:0000340" "Sloping forehead" 0.00140177924645919 52 11 162 4637 0.211538461538462 0.0349363812810006
"cluster_3" "KEGG" "KEGG:04110" "Cell cycle" 1.63816017702735e-07 68 11 123 8787 0.161764705882353 0.0139979515192899
"cluster_3" "KEGG" "KEGG:05322" "Systemic lupus erythematosus" 7.55761228737028e-07 68 11 142 8787 0.161764705882353 0.0161602367133265
"cluster_3" "KEGG" "KEGG:04613" "Neutrophil extracellular trap formation" 2.69732959222402e-06 68 12 200 8787 0.176470588235294 0.0227608967793331
"cluster_3" "KEGG" "KEGG:05034" "Alcoholism" 0.000213755325404723 68 10 199 8787 0.147058823529412 0.0226470922954364
"cluster_3" "KEGG" "KEGG:04914" "Progesterone-mediated oocyte maturation" 0.000444125307066719 68 7 90 8787 0.102941176470588 0.0102424035506999
"cluster_3" "KEGG" "KEGG:04114" "Oocyte meiosis" 0.00264222339414407 68 7 118 8787 0.102941176470588 0.0134289290998065
"cluster_3" "KEGG" "KEGG:04115" "p53 signaling pathway" 0.0182461733652537 68 5 72 8787 0.0735294117647059 0.00819392284055992
"cluster_3" "KEGG" "KEGG:03440" "Homologous recombination" 0.0218058255440875 68 4 41 8787 0.0588235294117647 0.00466598383976329
"cluster_3" "KEGG" "KEGG:04218" "Cellular senescence" 0.032374350914319 68 7 176 8787 0.102941176470588 0.0200295891658131
"cluster_3" "REAC" "REAC:R-MMU-1640170" "Cell Cycle" 3.83636343325709e-25 102 46 577 8631 0.450980392156863 0.0668520449542347
"cluster_3" "REAC" "REAC:R-MMU-69278" "Cell Cycle, Mitotic" 2.67407515103501e-22 102 41 500 8631 0.401960784313726 0.0579307148650214
"cluster_3" "REAC" "REAC:R-MMU-68886" "M Phase" 7.66385324003366e-19 102 34 385 8631 0.333333333333333 0.0446066504460665
"cluster_3" "REAC" "REAC:R-MMU-69620" "Cell Cycle Checkpoints" 1.18730739671515e-16 102 28 275 8631 0.274509803921569 0.0318618931757618
"cluster_3" "REAC" "REAC:R-MMU-2500257" "Resolution of Sister Chromatid Cohesion" 4.29088180038341e-16 102 20 113 8631 0.196078431372549 0.0130923415594948
"cluster_3" "REAC" "REAC:R-MMU-69618" "Mitotic Spindle Checkpoint" 2.79364659272765e-14 102 18 102 8631 0.176470588235294 0.0118178658324644
"cluster_3" "REAC" "REAC:R-MMU-141424" "Amplification of signal from the kinetochores" 2.84541657805356e-14 102 17 86 8631 0.166666666666667 0.00996408295678369
"cluster_3" "REAC" "REAC:R-MMU-141444" "Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal" 2.84541657805356e-14 102 17 86 8631 0.166666666666667 0.00996408295678369
"cluster_3" "REAC" "REAC:R-MMU-68877" "Mitotic Prometaphase" 3.38514614075415e-13 102 21 179 8631 0.205882352941176 0.0207391959216777
"cluster_3" "REAC" "REAC:R-MMU-9648025" "EML4 and NUDC in mitotic spindle formation" 4.96277398965283e-13 102 17 101 8631 0.166666666666667 0.0117020044027343
"cluster_3" "REAC" "REAC:R-MMU-68882" "Mitotic Anaphase" 9.85689329708615e-13 102 22 213 8631 0.215686274509804 0.0246784845324991
"cluster_3" "REAC" "REAC:R-MMU-2555396" "Mitotic Metaphase and Anaphase" 1.08869163654555e-12 102 22 214 8631 0.215686274509804 0.0247943459622292
"cluster_3" "REAC" "REAC:R-MMU-5663220" "RHO GTPases Activate Formins" 1.59023348529516e-12 102 18 127 8631 0.176470588235294 0.0147144015757154
"cluster_3" "REAC" "REAC:R-MMU-2467813" "Separation of Sister Chromatids" 3.68412359411395e-12 102 20 177 8631 0.196078431372549 0.0205074730622176
"cluster_3" "REAC" "REAC:R-MMU-195258" "RHO GTPase Effectors" 7.00964450964847e-11 102 21 233 8631 0.205882352941176 0.0269957131271
"cluster_3" "REAC" "REAC:R-MMU-9716542" "Signaling by Rho GTPases, Miro GTPases and RHOBTB3" 7.97147375374854e-11 102 25 356 8631 0.245098039215686 0.0412466689838953
"cluster_3" "REAC" "REAC:R-MMU-194315" "Signaling by Rho GTPases" 7.97147375374854e-11 102 25 356 8631 0.245098039215686 0.0412466689838953
"cluster_3" "REAC" "REAC:R-MMU-2299718" "Condensation of Prophase Chromosomes" 1.06855855329223e-09 102 13 76 8631 0.127450980392157 0.00880546865948326
"cluster_3" "REAC" "REAC:R-MMU-606279" "Deposition of new CENPA-containing nucleosomes at the centromere" 3.29073429892093e-08 102 12 79 8631 0.117647058823529 0.00915305294867339
"cluster_3" "REAC" "REAC:R-MMU-774815" "Nucleosome assembly" 3.29073429892093e-08 102 12 79 8631 0.117647058823529 0.00915305294867339
"cluster_3" "REAC" "REAC:R-MMU-68875" "Mitotic Prophase" 9.51500933828065e-08 102 14 130 8631 0.137254901960784 0.0150619858649056
"cluster_3" "REAC" "REAC:R-MMU-73886" "Chromosome Maintenance" 8.12166276145074e-07 102 13 127 8631 0.127450980392157 0.0147144015757154
"cluster_3" "REAC" "REAC:R-MMU-212300" "PRC2 methylates histones and DNA" 8.02914943175627e-06 102 10 79 8631 0.0980392156862745 0.00915305294867339
"cluster_3" "REAC" "REAC:R-MMU-8936459" "RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function" 1.84304528126126e-05 102 10 86 8631 0.0980392156862745 0.00996408295678369
"cluster_3" "REAC" "REAC:R-MMU-73894" "DNA Repair" 1.85179913649374e-05 102 17 297 8631 0.166666666666667 0.0344108446298227
"cluster_3" "REAC" "REAC:R-MMU-3214815" "HDACs deacetylate histones" 2.30394661783778e-05 102 10 88 8631 0.0980392156862745 0.0101958058162438
"cluster_3" "REAC" "REAC:R-MMU-212165" "Epigenetic regulation of gene expression" 0.000177274674427892 102 10 109 8631 0.0980392156862745 0.0126288958405747
"cluster_3" "REAC" "REAC:R-MMU-110330" "Recognition and association of DNA glycosylase with site containing an affected purine" 0.000210718560256016 102 8 63 8631 0.0784313725490196 0.0072992700729927
"cluster_3" "REAC" "REAC:R-MMU-176408" "Regulation of APC/C activators between G1/S and early anaphase" 0.000231276155218412 102 6 28 8631 0.0588235294117647 0.0032441200324412
"cluster_3" "REAC" "REAC:R-MMU-110331" "Cleavage of the damaged purine" 0.000269331661537161 102 8 65 8631 0.0784313725490196 0.00753099293245279
"cluster_3" "REAC" "REAC:R-MMU-73927" "Depurination" 0.000269331661537161 102 8 65 8631 0.0784313725490196 0.00753099293245279
"cluster_3" "REAC" "REAC:R-MMU-983231" "Factors involved in megakaryocyte development and platelet production" 0.000269504013712258 102 10 114 8631 0.0980392156862745 0.0132082029892249
"cluster_3" "REAC" "REAC:R-MMU-2559586" "DNA Damage/Telomere Stress Induced Senescence" 0.000295006763508208 102 9 89 8631 0.0882352941176471 0.0103116672459738
"cluster_3" "REAC" "REAC:R-MMU-73884" "Base Excision Repair" 0.00032460355103047 102 9 90 8631 0.0882352941176471 0.0104275286757039
"cluster_3" "REAC" "REAC:R-MMU-5693538" "Homology Directed Repair" 0.000433457425440033 102 10 120 8631 0.0980392156862745 0.0139033715676051
"cluster_3" "REAC" "REAC:R-MMU-3214858" "RMTs methylate histone arginines" 0.000479840900637979 102 8 70 8631 0.0784313725490196 0.008110300081103
"cluster_3" "REAC" "REAC:R-MMU-73929" "Base-Excision Repair, AP Site Formation" 0.000535541409817481 102 8 71 8631 0.0784313725490196 0.00822616151083304
"cluster_3" "REAC" "REAC:R-MMU-983189" "Kinesins" 0.000555815183651766 102 7 50 8631 0.0686274509803922 0.00579307148650214
"cluster_3" "REAC" "REAC:R-MMU-69273" "Cyclin A/B1/B2 associated events during G2/M transition" 0.00191469739638289 102 5 23 8631 0.0490196078431373 0.00266481288379099
"cluster_3" "REAC" "REAC:R-MMU-174143" "APC/C-mediated degradation of cell cycle proteins" 0.00193398335533892 102 8 84 8631 0.0784313725490196 0.0097323600973236
"cluster_3" "REAC" "REAC:R-MMU-453276" "Regulation of mitotic cell cycle" 0.00193398335533892 102 8 84 8631 0.0784313725490196 0.0097323600973236
"cluster_3" "REAC" "REAC:R-MMU-5693532" "DNA Double-Strand Break Repair" 0.00241144897856139 102 10 145 8631 0.0980392156862745 0.0167999073108562
"cluster_3" "REAC" "REAC:R-MMU-5693567" "HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)" 0.00291713334963931 102 9 117 8631 0.0882352941176471 0.013555787278415
"cluster_3" "REAC" "REAC:R-MMU-69473" "G2/M DNA damage checkpoint" 0.00298453611473334 102 8 89 8631 0.0784313725490196 0.0103116672459738
"cluster_3" "REAC" "REAC:R-MMU-9670095" "Inhibition of DNA recombination at telomere" 0.00301968111375972 102 7 64 8631 0.0686274509803922 0.00741513150272274
"cluster_3" "REAC" "REAC:R-MMU-2559583" "Cellular Senescence" 0.00366288969337068 102 10 152 8631 0.0980392156862745 0.0176109373189665
"cluster_3" "REAC" "REAC:R-MMU-2980767" "Activation of NIMA Kinases NEK9, NEK6, NEK7" 0.00508185344767263 102 3 5 8631 0.0294117647058824 0.000579307148650214
"cluster_3" "REAC" "REAC:R-MMU-157579" "Telomere Maintenance" 0.00706699246502944 102 8 100 8631 0.0784313725490196 0.0115861429730043
"cluster_3" "REAC" "REAC:R-MMU-176814" "Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins" 0.00946511680653902 102 7 76 8631 0.0686274509803922 0.00880546865948326
"cluster_3" "REAC" "REAC:R-MMU-176417" "Phosphorylation of Emi1" 0.0100763262350073 102 3 6 8631 0.0294117647058824 0.000695168578380257
"cluster_3" "REAC" "REAC:R-MMU-6791312" "TP53 Regulates Transcription of Cell Cycle Genes" 0.0142816945299241 102 5 34 8631 0.0490196078431373 0.00393928861082146
"cluster_3" "REAC" "REAC:R-MMU-5689901" "Metalloprotease DUBs" 0.016506654795993 102 5 35 8631 0.0490196078431373 0.0040551500405515
"cluster_3" "REAC" "REAC:R-MMU-176412" "Phosphorylation of the APC/C" 0.0200578993147361 102 4 19 8631 0.0392156862745098 0.00220136716487081
"cluster_3" "REAC" "REAC:R-MMU-5693607" "Processing of DNA double-strand break ends" 0.0211254536848131 102 7 86 8631 0.0686274509803922 0.00996408295678369
"cluster_3" "REAC" "REAC:R-MMU-6811434" "COPI-dependent Golgi-to-ER retrograde traffic" 0.0263181884476216 102 7 89 8631 0.0686274509803922 0.0103116672459738
"cluster_3" "REAC" "REAC:R-MMU-69481" "G2/M Checkpoints" 0.0366934000529921 102 9 161 8631 0.0882352941176471 0.0186536901865369
"cluster_3" "REAC" "REAC:R-MMU-4839726" "Chromatin organization" 0.0399969072129924 102 10 201 8631 0.0980392156862745 0.0232881473757386
"cluster_3" "REAC" "REAC:R-MMU-3247509" "Chromatin modifying enzymes" 0.0399969072129924 102 10 201 8631 0.0980392156862745 0.0232881473757386
"cluster_3" "REAC" "REAC:R-MMU-4615885" "SUMOylation of DNA replication proteins" 0.0405114341579237 102 5 42 8631 0.0490196078431373 0.0048661800486618
"cluster_3" "REAC" "REAC:R-MMU-8878171" "Transcriptional regulation by RUNX1" 0.0489741032039764 102 10 206 8631 0.0980392156862745 0.0238674545243888
"cluster_3" "TF" "TF:M02106" "Factor: NF-YA; motif: CRGCCAATCAGNRN" 4.80536565477236e-05 199 44 2018 21837 0.221105527638191 0.0924119613500023
"cluster_3" "TF" "TF:M07302" "Factor: NF-Y; motif: RGCCAATCRGN" 0.000428324069748044 199 40 1878 21837 0.201005025125628 0.0860008242890507
"cluster_3" "TF" "TF:M00287" "Factor: NF-Y; motif: NNNRRCCAATSRGNNN" 0.000672886669825316 199 41 1986 21837 0.206030150753769 0.0909465585932134
"cluster_3" "TF" "TF:M03805_1" "Factor: YB-1; motif: CCAMTCNGMR; match class: 1" 0.00271484890427779 199 67 4289 21837 0.336683417085427 0.196409763245867
"cluster_3" "TF" "TF:M02088_1" "Factor: E2A; motif: NRMCASCTGCNNN; match class: 1" 0.00292006250135379 199 13 284 21837 0.0653266331658292 0.0130054494665018
"cluster_3" "TF" "TF:M01783" "Factor: SP2; motif: GGGCGGGAC" 0.00312453772810377 199 106 8107 21837 0.532663316582915 0.371250629665247
"cluster_3" "TF" "TF:M00716" "Factor: ZF5; motif: GSGCGCGR" 0.00340297147610459 199 164 14821 21837 0.824120603015075 0.678710445574026
"cluster_3" "TF" "TF:M07380" "Factor: E2F-4; motif: NTTTCSCGCC" 0.00455965097792036 199 128 10545 21837 0.64321608040201 0.482896002198104
"cluster_3" "TF" "TF:M00775" "Factor: NF-Y; motif: NNNNRRCCAATSR" 0.0192719550096896 199 36 1875 21837 0.180904522613065 0.0858634427806017
"cluster_3" "TF" "TF:M04662_1" "Factor: FOXN4; motif: NNWANNCGWMCGCGTCNNNNMT; match class: 1" 0.0399959225872508 199 144 12768 21837 0.723618090452261 0.584695699958786
"cluster_3" "TF" "TF:M10209" "Factor: E2F-1; motif: GNGGGCGGGRMN" 0.0413686806424754 199 156 14228 21837 0.78391959798995 0.651554700737281
"cluster_3" "TF" "TF:M03805" "Factor: YB-1; motif: CCAMTCNGMR" 0.0441620435102157 199 136 11851 21837 0.683417085427136 0.542702752209553
"cluster_3" "TF" "TF:M00209" "Factor: NF-Y; motif: NCTGATTGGYTASY" 0.0476039892333064 199 71 5037 21837 0.35678391959799 0.230663552685808
"cluster_3" "WP" "WP:WP2902" "p53 signaling" 0.00641179530963764 36 5 67 4526 0.138888888888889 0.01480335837384
"cluster_4" "CORUM" "CORUM:2024" "Agtr1a-Jak2 complex" 0.0499713913784337 4 1 1 1073 0.25 0.000931966449207828
"cluster_4" "GO:BP" "GO:0046068" "cGMP metabolic process" 0.0332003009226723 34 2 5 11240 0.0588235294117647 0.000444839857651246
"cluster_4" "GO:BP" "GO:0006182" "cGMP biosynthetic process" 0.0332003009226723 34 2 5 11240 0.0588235294117647 0.000444839857651246
"cluster_4" "GO:MF" "GO:0004383" "guanylate cyclase activity" 0.0111799950166612 35 2 5 13399 0.0571428571428571 0.000373162176281812
"cluster_4" "KEGG" "KEGG:00230" "Purine metabolism" 0.00128811650216726 23 5 135 8787 0.217391304347826 0.0153636053260498
"cluster_4" "KEGG" "KEGG:04924" "Renin secretion" 0.00230669378986877 23 4 75 8787 0.173913043478261 0.00853533629224991
"cluster_4" "MIRNA" "MIRNA:mmu-miR-695" "mmu-miR-695" 0.0234635604320475 23 2 7 7131 0.0869565217391304 0.000981629504978264
"cluster_4" "TF" "TF:M01104" "Factor: MOVO-B; motif: GNGGGGG" 0.0139104164302862 53 34 7629 21837 0.641509433962264 0.349361175985712
"cluster_4" "TF" "TF:M07040_1" "Factor: GKLF; motif: NNRRGRRNGNSNNN; match class: 1" 0.0166469782326475 53 36 8470 21837 0.679245283018868 0.387873792187572
"cluster_4" "TF" "TF:M02844" "Factor: BCL6B; motif: NNNNCCGCCCCWNNNN" 0.0212682583950071 53 47 13664 21837 0.886792452830189 0.625726977148876
"cluster_4" "TF" "TF:M02874" "Factor: IRF6; motif: NNNACTCYCGGKNNN" 0.0461064654828189 53 46 13409 21837 0.867924528301887 0.614049548930714
"cluster_4" "WP" "WP:WP2185" "Purine metabolism" 0.0234986503002002 20 5 169 4526 0.25 0.0373398144056562
"cluster_5" "GO:MF" "GO:0005178" "integrin binding" 0.00160646707148549 94 3 6 13399 0.0319148936170213 0.000447794611538174
"cluster_5" "GO:MF" "GO:0048018" "receptor ligand activity" 0.0145479186018345 94 9 248 13399 0.0957446808510638 0.0185088439435779
"cluster_5" "GO:MF" "GO:0030546" "signaling receptor activator activity" 0.0145479186018345 94 9 248 13399 0.0957446808510638 0.0185088439435779
"cluster_5" "GO:MF" "GO:0030545" "receptor regulator activity" 0.0164591589625295 94 9 252 13399 0.0957446808510638 0.0188073736846033
"cluster_5" "GO:MF" "GO:0005102" "signaling receptor binding" 0.0228369686213011 94 12 464 13399 0.127659574468085 0.0346294499589522
"cluster_5" "KEGG" "KEGG:04510" "Focal adhesion" 0.00194919009894469 69 9 200 8787 0.130434782608696 0.0227608967793331
"cluster_5" "KEGG" "KEGG:04151" "PI3K-Akt signaling pathway" 0.0080475043293411 69 11 359 8787 0.159420289855072 0.0408558097189029
"cluster_5" "KEGG" "KEGG:04010" "MAPK signaling pathway" 0.0369439923578231 69 9 294 8787 0.130434782608696 0.0334585182656197
"cluster_5" "KEGG" "KEGG:04512" "ECM-receptor interaction" 0.0499247954512818 69 5 88 8787 0.072463768115942 0.0100147945829066
"cluster_5" "REAC" "REAC:R-MMU-1474244" "Extracellular matrix organization" 0.000395471752043948 73 12 258 8631 0.164383561643836 0.0298922488703511
"cluster_5" "REAC" "REAC:R-MMU-5173214" "O-glycosylation of TSR domain-containing proteins" 0.0498007088049871 73 4 34 8631 0.0547945205479452 0.00393928861082146
"cluster_5" "TF" "TF:M07289_1" "Factor: GKLF; motif: NNNRGGNGNGGSN; match class: 1" 5.75179314809479e-05 132 97 10998 21837 0.734848484848485 0.503640609973897
"cluster_5" "TF" "TF:M07436" "Factor: WT1; motif: NNGGGNGGGSGN" 0.000286440568216379 132 74 7486 21837 0.560606060606061 0.342812657416312
"cluster_5" "TF" "TF:M07040" "Factor: GKLF; motif: NNRRGRRNGNSNNN" 0.00197333556982181 132 104 12950 21837 0.787878787878788 0.593030178138023
"cluster_5" "TF" "TF:M07040_1" "Factor: GKLF; motif: NNRRGRRNGNSNNN; match class: 1" 0.0113573497823368 132 76 8470 21837 0.575757575757576 0.387873792187572
"cluster_5" "TF" "TF:M01118" "Factor: WT1; motif: SMCNCCNSC" 0.0458319983429163 132 72 8128 21837 0.545454545454545 0.37221230022439
"cluster_5" "WP" "WP:WP3632" "Lung fibrosis" 0.00163176701398357 48 6 61 4526 0.125 0.0134776844896156
"cluster_5" "WP" "WP:WP85" "Focal Adhesion" 0.0274279565951857 48 8 185 4526 0.166666666666667 0.0408749447635882
"cluster_5" "WP" "WP:WP4474" "Circulating monocytes and cardiac macrophages in diastolic dysfunction" 0.0288498058393983 48 2 4 4526 0.0416666666666667 0.000883782589482987
"cluster_6" "GO:CC" "GO:0015629" "actin cytoskeleton" 0.00464661355525225 59 6 82 7218 0.101694915254237 0.0113604876697146
"cluster_6" "GO:MF" "GO:0004499" "N,N-dimethylaniline monooxygenase activity" 0.000215685583555294 130 4 9 13399 0.0307692307692308 0.000671691917307262
"cluster_6" "GO:MF" "GO:0003779" "actin binding" 0.00153922812231761 130 10 174 13399 0.0769230769230769 0.0129860437346071
"cluster_6" "GO:MF" "GO:0008092" "cytoskeletal protein binding" 0.00260923567067237 130 13 317 13399 0.1 0.0236584819762669
"cluster_6" "GO:MF" "GO:0016709" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen" 0.00615332051174222 130 4 19 13399 0.0307692307692308 0.00141801626987089
"cluster_6" "GO:MF" "GO:0005488" "binding" 0.0068515924385219 130 101 8158 13399 0.776923076923077 0.608851406821405
"cluster_6" "GO:MF" "GO:0050661" "NADP binding" 0.0191965309380769 130 4 25 13399 0.0307692307692308 0.00186581088140906
"cluster_6" "KEGG" "KEGG:00982" "Drug metabolism - cytochrome P450" 0.00147485699126226 69 6 71 8787 0.0869565217391304 0.00808011835666325
"cluster_6" "KEGG" "KEGG:04979" "Cholesterol metabolism" 0.0462678746415447 69 4 49 8787 0.0579710144927536 0.00557641971093661
"cluster_6" "REAC" "REAC:R-MMU-211859" "Biological oxidations" 0.0315508759767138 80 9 204 8631 0.1125 0.0236357316649287
"cluster_6" "TF" "TF:M10285_1" "Factor: Lyl-1; motif: NCAKCTGYTNYCNN; match class: 1" 0.00404075871926226 182 100 8343 21837 0.549450549450549 0.382057974996565
"cluster_6" "TF" "TF:M02885_1" "Factor: MYF6; motif: NNNRACAGNCNCNCC; match class: 1" 0.0176977301801636 182 86 7012 21837 0.472527472527473 0.321106379081376
"cluster_6" "TF" "TF:M10402" "Factor: E2A; motif: NMCAGCTGCWN" 0.0197764408849656 182 25 1174 21837 0.137362637362637 0.0537619636396941
"cluster_6" "TF" "TF:M00712" "Factor: myogenin; motif: RGCAGSTG" 0.0328158590939035 182 82 6676 21837 0.450549450549451 0.305719650135092
"cluster_6" "TF" "TF:M03831_1" "Factor: MRF4; motif: CASCTGC; match class: 1" 0.0398581184618717 182 40 2487 21837 0.21978021978022 0.11388927050419
"cluster_6" "TF" "TF:M02018_1" "Factor: HTF4; motif: CASCTGB; match class: 1" 0.0398581184618717 182 40 2487 21837 0.21978021978022 0.11388927050419
"cluster_6" "WP" "WP:WP441" "Matrix Metalloproteinases" 0.0152916886345102 55 4 29 4526 0.0727272727272727 0.00640742377375166
