"level1" "level2" "level3" "level4" "level5" "level6" "level7" "level8" "level9" "level10" "level11" "level12" "level13" "value"
"104" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "synthesis of dna" "DNA REPLICATION INITIATION" "" "" "" "" "" "" "" 8
"105" "IN REACTOME HIERARCHIE" "immune system" "innate immune system" "C TYPE LECTIN RECEPTORS CLRS" "clec7a dectin 1 signaling" "DECTIN 1 MEDIATED NONCANONICAL NF KB SIGNALING" "" "" "" "" "" "" "" 57
"106" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G1 PHASE AND G1 S TRANSITION" "g1 phase" "CYCLIN D ASSOCIATED EVENTS IN G1" "" "" "" "" "" "" "" 44
"107" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G2 G2 M PHASES" "g2 m transition" "CYCLIN A B1 B2 ASSOCIATED EVENTS DURING G2 M TRANSITION" "" "" "" "" "" "" "" 24
"108" "IN REACTOME HIERARCHIE" "immune system" "adaptive immune system" "class i mhc mediated antigen processing & presentation" "antigen processing cross presentation" "CROSS PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS ENDOSOMES" "" "" "" "" "" "" "" 45
"109" "IN REACTOME HIERARCHIE" "vesicle mediated transport" "membrane trafficking" "INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC" "GOLGI TO ER RETROGRADE TRANSPORT" "" "" "" "" "" "" "" "" 116
"110" "IN REACTOME HIERARCHIE" "vesicle mediated transport" "membrane trafficking" "INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC" "GOLGI TO ER RETROGRADE TRANSPORT" "COPI DEPENDENT GOLGI TO ER RETROGRADE TRAFFIC" "" "" "" "" "" "" "" 85
"111" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "regulation of mitotic cell cycle" "APC C MEDIATED DEGRADATION OF CELL CYCLE PROTEINS" "" "" "" "" "" "" "" "" 84
"112" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROPHASE" "CONDENSATION OF PROPHASE CHROMOSOMES" "" "" "" "" "" "" "" 53
"113" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROMETAPHASE" "CONDENSATION OF PROMETAPHASE CHROMOSOMES" "" "" "" "" "" "" "" 11
"114" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins." "RESPIRATORY ELECTRON TRANSPORT" "" "" "" "" "" "" "" "" 99
"115" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC TELOPHASE CYTOKINESIS" "COHESIN LOADING ONTO CHROMATIN" "" "" "" "" "" "" "" 10
"116" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "GPCR LIGAND BINDING" "class b 2 secretin family receptors" "CALCITONIN LIKE LIGAND RECEPTORS" "" "" "" "" "" "" "" 4
"117" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G2 G2 M PHASES" "g2 m transition" "AURKA ACTIVATION BY TPX2" "" "" "" "" "" "" "" 71
"118" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "beta catenin independent wnt signaling" "pcp ce pathway" "ASYMMETRIC LOCALIZATION OF PCP PROTEINS" "" "" "" "" "" "" "" 62
"119" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION" "" "" "" "" "" "" "" "" "" 126
"120" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "regulation of mitotic cell cycle" "APC C MEDIATED DEGRADATION OF CELL CYCLE PROTEINS" "APC C CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1" "" "" "" "" "" "" "" 72
"121" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G1 PHASE AND G1 S TRANSITION" "g1 s transition" "ACTIVATION OF THE PRE REPLICATIVE COMPLEX" "" "" "" "" "" "" "" 32
"122" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "EUKARYOTIC TRANSLATION INITIATION" "cap dependent translation initiation" "ACTIVATION OF THE MRNA UPON BINDING OF THE CAP BINDING COMPLEX AND EIFS AND SUBSEQUENT BINDING TO 43S" "" "" "" "" "" "" "" 59
"123" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by receptor tyrosine kinases" "SIGNALING BY NTRKS" "" "" "" "" "" "" "" "" "" 117
"124" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "UNWINDING OF DNA" "" "" "" "" "" "" "" "" 12
"125" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "UCH PROTEINASES" "" "" "" "" "" "" "" "" 97
"126" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "UB SPECIFIC PROCESSING PROTEASES" "" "" "" "" "" "" "" "" 180
"127" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "ION CHANNEL TRANSPORT" "STIMULI SENSING CHANNELS" "TRP CHANNELS" "" "" "" "" "" "" "" "" 18
"128" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM" "TRANSPORT OF MATURE MRNAS DERIVED FROM INTRONLESS TRANSCRIPTS" "" "" "" "" "" "" "" "" 41
"129" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE" "TRANSLESION SYNTHESIS BY POLK" "" "" "" "" "" "" "" "" 17
"130" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE" "TRANSLESION SYNTHESIS BY POLH" "" "" "" "" "" "" "" "" 19
"131" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY RUNX1" "" "" "" "" "" "" "" "" 198
"132" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY E2F6" "" "" "" "" "" "" "" "" 34
"133" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE" "TERMINATION OF TRANSLESION DNA SYNTHESIS" "" "" "" "" "" "" "" "" 32
"134" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "SIRT1 NEGATIVELY REGULATES RRNA EXPRESSION" "" "" "" "" "" "" "" "" 48
"135" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "nervous system development" "axon guidance" "SIGNALING BY ROBO RECEPTORS" "" "" "" "" "" "" "" "" 198
"136" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "SENESCENCE ASSOCIATED SECRETORY PHENOTYPE SASP" "" "" "" "" "" "" "" "" 87
"137" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "nervous system development" "axon guidance" "SEMAPHORIN INTERACTIONS" "" "" "" "" "" "" "" "" 58
"138" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE I TRANSCRIPTION" "rna polymerase i promoter clearance" "RNA POLYMERASE I TRANSCRIPTION INITIATION" "" "" "" "" "" "" "" "" 45
"139" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE I TRANSCRIPTION" "rna polymerase i promoter clearance" "RNA POLYMERASE I PROMOTER ESCAPE" "" "" "" "" "" "" "" "" 69
"140" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3" "" "" "" "" "" "" "" "" "" "" 642
"141" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO HEAT STRESS" "REGULATION OF HSF1 MEDIATED HEAT SHOCK RESPONSE" "" "" "" "" "" "" "" "" 75
"142" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "" "" "" "" "" "" "" "" "" 200
"143" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NUCLEAR RECEPTORS" "" "" "" "" "" "" "" "" "" "" 234
"144" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "" "" "" "" "" "" "" "" "" "" 166
"145" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF NUCLEOTIDES" "nucleotide biosynthesis" "PURINE RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHESIS" "" "" "" "" "" "" "" "" 12
"146" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by non receptor tyrosine kinases" "signaling by ptk6" "PTK6 REGULATES CELL CYCLE" "" "" "" "" "" "" "" "" 5
"147" "IN REACTOME HIERARCHIE" "signal transduction" "intracellular signaling by second messengers" "pip3 activates akt signaling" "PTEN REGULATION" "" "" "" "" "" "" "" "" 135
"148" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NOTCH" "PRE NOTCH EXPRESSION AND PROCESSING" "" "" "" "" "" "" "" "" "" 81
"149" "IN REACTOME HIERARCHIE" "metabolism" "INTEGRATION OF ENERGY METABOLISM" "glucagon signaling in metabolic regulation" "PKA ACTIVATION IN GLUCAGON SIGNALLING" "" "" "" "" "" "" "" "" 15
"150" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF NUCLEOTIDES" "nucleotide catabolism" "PHOSPHATE BOND HYDROLYSIS BY NTPDASE PROTEINS" "" "" "" "" "" "" "" "" 5
"151" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "OXIDATIVE STRESS INDUCED SENESCENCE" "" "" "" "" "" "" "" "" 101
"152" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "SWITCHING OF ORIGINS TO A POST REPLICATIVE STATE" "ORC1 REMOVAL FROM CHROMATIN" "" "" "" "" "" "" "" "" 69
"153" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "o linked glycosylation" "O GLYCOSYLATION OF TSR DOMAIN CONTAINING PROTEINS" "" "" "" "" "" "" "" "" 31
"154" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "NUCLEAR RECEPTOR TRANSCRIPTION PATHWAY" "" "" "" "" "" "" "" "" 44
"155" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NOTCH" "signaling by notch4" "NEGATIVE REGULATION OF NOTCH4 SIGNALING" "" "" "" "" "" "" "" "" 52
"156" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "nervous system development" "axon guidance" "NCAM SIGNALING FOR NEURITE OUT GROWTH" "" "" "" "" "" "" "" "" 50
"157" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC TELOPHASE CYTOKINESIS" "" "" "" "" "" "" "" "" 13
"158" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROPHASE" "" "" "" "" "" "" "" "" 119
"159" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROMETAPHASE" "" "" "" "" "" "" "" "" 190
"160" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC METAPHASE AND ANAPHASE" "" "" "" "" "" "" "" "" 221
"161" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "METALLOPROTEASE DUBS" "" "" "" "" "" "" "" "" 32
"162" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by receptor tyrosine kinases" "signaling by met" "MET RECEPTOR RECYCLING" "" "" "" "" "" "" "" "" 9
"163" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by receptor tyrosine kinases" "signaling by met" "MET RECEPTOR ACTIVATION" "" "" "" "" "" "" "" "" 5
"164" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "LAGGING STRAND SYNTHESIS" "" "" "" "" "" "" "" "" 20
"165" "IN REACTOME HIERARCHIE" "immune system" "cytokine signaling in immune system" "signaling by interleukins" "INTERLEUKIN 6 FAMILY SIGNALING" "" "" "" "" "" "" "" "" 21
"166" "IN REACTOME HIERARCHIE" "immune system" "innate immune system" "complement cascade" "INITIAL TRIGGERING OF COMPLEMENT" "" "" "" "" "" "" "" "" 12
"167" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "MITOTIC SPINDLE CHECKPOINT" "INHIBITION OF THE PROTEOLYTIC ACTIVITY OF APC C REQUIRED FOR THE ONSET OF ANAPHASE BY MITOTIC SPINDLE CHECKPOINT COMPONENTS" "" "" "" "" "" "" "" "" 21
"168" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "INHIBITION OF DNA RECOMBINATION AT TELOMERE" "" "" "" "" "" "" "" "" 52
"169" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "plasma lipoprotein assembly remodeling and clearance" "PLASMA LIPOPROTEIN ASSEMBLY" "" "" "" "" "" "" "" "" "" 9
"170" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "GLUCOSE METABOLISM" "GLYCOLYSIS" "" "" "" "" "" "" "" "" 60
"171" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "GLUCOSE METABOLISM" "" "" "" "" "" "" "" "" "" 74
"172" "IN REACTOME HIERARCHIE" "metabolism" "INTEGRATION OF ENERGY METABOLISM" "REGULATION OF INSULIN SECRETION" "GLUCAGON LIKE PEPTIDE 1 GLP1 REGULATES INSULIN SECRETION" "" "" "" "" "" "" "" "" 30
"173" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "GAP FILLING DNA REPAIR SYNTHESIS AND LIGATION IN GG NER" "" "" "" "" "" "" "" "" 25
"174" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION" "GABA RECEPTOR ACTIVATION" "" "" "" "" "" "" "" "" 31
"175" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "G2 M DNA REPLICATION CHECKPOINT" "" "" "" "" "" "" "" "" 5
"176" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "G2 M DNA DAMAGE CHECKPOINT" "" "" "" "" "" "" "" "" 84
"177" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G1 PHASE AND G1 S TRANSITION" "G0 AND EARLY G1" "" "" "" "" "" "" "" "" 26
"178" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA S SIGNALLING EVENTS" "" "" "" "" "" "" "" "" 68
"179" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA Q SIGNALLING EVENTS" "" "" "" "" "" "" "" "" 101
"180" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA I SIGNALLING EVENTS" "" "" "" "" "" "" "" "" 138
"181" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "rna polymerase ii transcription elongation" "FORMATION OF THE EARLY ELONGATION COMPLEX" "" "" "" "" "" "" "" "" 33
"182" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "FORMATION OF THE BETA CATENIN TCF TRANSACTIVATING COMPLEX" "" "" "" "" "" "" "" "" 69
"183" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER" "FORMATION OF TC NER PRE INCISION COMPLEX" "" "" "" "" "" "" "" "" 53
"184" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "FORMATION OF INCISION COMPLEX IN GG NER" "" "" "" "" "" "" "" "" 43
"185" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins." "FORMATION OF ATP BY CHEMIOSMOTIC COUPLING" "" "" "" "" "" "" "" "" 18
"186" "IN REACTOME HIERARCHIE" "immune system" "innate immune system" "fc epsilon receptor fceri signaling" "FCERI MEDIATED NF KB ACTIVATION" "" "" "" "" "" "" "" "" 73
"187" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "EXTENSION OF TELOMERES" "" "" "" "" "" "" "" "" 49
"188" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NUCLEAR RECEPTORS" "ESR MEDIATED SIGNALING" "ESTROGEN DEPENDENT GENE EXPRESSION" "" "" "" "" "" "" "" "" 123
"189" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "ESTABLISHMENT OF SISTER CHROMATID COHESION" "" "" "" "" "" "" "" "" 11
"190" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "PROTEIN UBIQUITINATION" "E3 UBIQUITIN LIGASES UBIQUITINATE TARGET PROTEINS" "" "" "" "" "" "" "" "" 57
"191" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER" "DUAL INCISION IN TC NER" "" "" "" "" "" "" "" "" 65
"192" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "DUAL INCISION IN GG NER" "" "" "" "" "" "" "" "" 41
"193" "IN REACTOME HIERARCHIE" "immune system" "adaptive immune system" "signaling by the b cell receptor bcr" "DOWNSTREAM SIGNALING EVENTS OF B CELL RECEPTOR BCR" "" "" "" "" "" "" "" "" 75
"194" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE" "" "" "" "" "" "" "" "" 62
"195" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "DNA DAMAGE RECOGNITION IN GG NER" "" "" "" "" "" "" "" "" 38
"196" "IN REACTOME HIERARCHIE" "hemostasis" "PLATELET ACTIVATION SIGNALING AND AGGREGATION" "" "" "" "" "" "" "" "" "" "" 228
"197" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "DISASSEMBLY OF THE DESTRUCTION COMPLEX AND RECRUITMENT OF AXIN TO THE MEMBRANE" "" "" "" "" "" "" "" "" 24
"198" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "nucleosome assembly" "DEPOSITION OF NEW CENPA CONTAINING NUCLEOSOMES AT THE CENTROMERE" "" "" "" "" "" "" "" "" 58
"199" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by hedgehog" "hedgehog 'off' state" "DEGRADATION OF GLI1 BY THE PROTEASOME" "" "" "" "" "" "" "" "" 56
"200" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "DEGRADATION OF DVL" "" "" "" "" "" "" "" "" 54
"201" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "DEGRADATION OF AXIN" "" "" "" "" "" "" "" "" 53
"202" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "TRNA AMINOACYLATION" "CYTOSOLIC TRNA AMINOACYLATION" "" "" "" "" "" "" "" "" 24
"203" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO CHEMICAL STRESS" "" "" "" "" "" "" "" "" "" 139
"204" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "CYCLIN A CDK2 ASSOCIATED EVENTS AT S PHASE ENTRY" "" "" "" "" "" "" "" "" 83
"205" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "" "" "" "" "" "" "" "" "" "" "" 253
"206" "IN REACTOME HIERARCHIE" "immune system" "innate immune system" "C TYPE LECTIN RECEPTORS CLRS" "" "" "" "" "" "" "" "" "" 111
"207" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "ASSEMBLY OF THE PRE REPLICATIVE COMPLEX" "CDC6 ASSOCIATION WITH THE ORC ORIGIN COMPLEX" "" "" "" "" "" "" "" "" 11
"208" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "B WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION" "" "" "" "" "" "" "" "" 69
"209" "IN REACTOME HIERARCHIE" "metabolism of proteins" "protein folding" "chaperonin mediated protein folding" "ASSOCIATION OF TRIC CCT WITH TARGET PROTEINS DURING BIOSYNTHESIS" "" "" "" "" "" "" "" "" 37
"210" "IN REACTOME HIERARCHIE" "programmed cell death" "APOPTOSIS" "APOPTOTIC EXECUTION PHASE" "APOPTOSIS INDUCED DNA FRAGMENTATION" "" "" "" "" "" "" "" "" 13
"211" "IN REACTOME HIERARCHIE" "immune system" "cytokine signaling in immune system" "interferon signaling" "ANTIVIRAL MECHANISM BY IFN STIMULATED GENES" "" "" "" "" "" "" "" "" 70
"212" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "collagen formation" "assembly of collagen fibrils and other multimeric structures" "ANCHORING FIBRIL FORMATION" "" "" "" "" "" "" "" "" 13
"213" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO STARVATION" "AMINO ACIDS REGULATE MTORC1" "" "" "" "" "" "" "" "" 47
"214" "IN REACTOME HIERARCHIE" "immune system" "innate immune system" "complement cascade" "ACTIVATION OF C3 AND C5" "" "" "" "" "" "" "" "" 6
"215" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS" "" "" "" "" "" "" "" "" 37
"216" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "TRNA AMINOACYLATION" "" "" "" "" "" "" "" "" "" 41
"217" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM" "" "" "" "" "" "" "" "" "" 77
"218" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE" "" "" "" "" "" "" "" "" "" 39
"219" "IN REACTOME HIERARCHIE" "gene expression transcription" "GENE SILENCING BY RNA" "TRANSCRIPTIONAL REGULATION BY SMALL RNAS" "" "" "" "" "" "" "" "" "" 85
"220" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER" "" "" "" "" "" "" "" "" "" 78
"221" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "" "" "" "" "" "" "" "" "" 93
"222" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "NON INTEGRIN MEMBRANE ECM INTERACTIONS" "" "" "" "" "" "" "" "" "" "" 55
"223" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "SWITCHING OF ORIGINS TO A POST REPLICATIVE STATE" "" "" "" "" "" "" "" "" "" 87
"224" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "SUMOYLATION" "" "" "" "" "" "" "" "" "" 169
"225" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "ION CHANNEL TRANSPORT" "STIMULI SENSING CHANNELS" "" "" "" "" "" "" "" "" "" 63
"226" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "SRP DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE" "" "" "" "" "" "" "" "" "" 106
"227" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "metabolism of non coding rna" "SNRNP ASSEMBLY" "" "" "" "" "" "" "" "" "" 50
"228" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by receptor tyrosine kinases" "SIGNALING BY MST1" "" "" "" "" "" "" "" "" "" 5
"229" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by tgfb family members" "SIGNALING BY BMP" "" "" "" "" "" "" "" "" "" 21
"230" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by tgfb family members" "SIGNALING BY ACTIVIN" "" "" "" "" "" "" "" "" "" 10
